true I nm,predicted I nm
533.181,539.0469999999999
535.253,539.0469999999999
535.253,538.3658250000001
535.943,534.5705750000002
535.253,538.66765
535.253,537.434625
535.253,540.1532249999998
538.013,536.5467500000002
541.114,535.5980000000003
535.253,535.2872000000002
535.253,535.2356500000002
535.253,534.9505500000002
533.181,538.4509749999999
532.835,537.0297499999998
535.253,534.3626499999998
538.702,535.9028000000003
537.323,539.7378749999997
536.978,534.2505749999997
536.978,540.7086999999999
539.736,535.4249999999996
533.872,538.3732499999998
536.978,536.7789749999998
536.978,535.5622749999999
533.872,535.3456499999999
538.013,535.5619999999999
536.978,539.9567999999998
537.323,536.45015
537.323,536.5898749999999
538.702,538.0124999999997
537.323,536.9052499999997
539.047,535.9682750000002
542.835,536.2402750000002
542.835,537.2440500000001
542.835,538.8634499999996
539.047,539.2306249999998
542.835,537.4863500000001
539.047,535.2530000000004
542.835,539.2789499999997
536.978,536.5548250000003
540.081,537.529225
539.047,536.6539250000002
539.047,533.1810000000004
539.047,535.6146000000003
536.978,535.6669999999998
535.943,535.3770250000002
535.598,536.3207999999997
538.013,537.1233250000002
533.181,534.7334499999997
535.253,537.2788000000003
538.013,536.5640000000002
535.253,535.1748500000002
535.253,537.0113000000002
532.835,534.683225
535.253,537.8044000000002
535.253,534.5362000000001
533.181,536.0464249999999
535.253,537.1850000000002
533.526,535.3823750000003
535.253,536.3647750000002
532.835,536.1225500000003
535.253,536.3640500000001
535.253,537.2852000000001
535.253,535.4469000000003
536.978,537.6335000000001
538.013,535.6670000000001
535.253,534.8126750000004
535.253,536.8572500000002
535.253,535.2616250000003
535.253,535.7360000000003
535.253,535.5456000000001
535.253,535.7532500000002
538.013,535.4944999999998
535.598,536.0120000000003
538.013,535.3996250000002
