true I(max),predicted I(max)
0.2256180036108331,0.2298866117324975
0.2344890448928223,0.22701771930909875
0.2301794208632827,0.22938328357024065
0.2177529243098235,0.20889975367379848
0.189156716790403,0.2172564511817358
0.1699472281569415,0.2095459082610171
0.22276546351961,0.1870658796290697
0.2014395483819878,0.1963254229102555
0.1991371932770883,0.1979997748120227
0.196495336085485,0.2031564121944454
0.2073782062838123,0.19404102608571366
0.1757424178789437,0.20888206242747262
0.1673549456067156,0.19923674527847338
0.2096499760759295,0.17758756439141096
0.201545490020261,0.1626711935027692
0.1991440368922492,0.19216958277504942
0.2018371638254278,0.1920731388955031
0.1533518110929726,0.19220686898175085
0.2009873632965769,0.1905010756618237
0.2066458577673262,0.19837256434526024
0.2007368281172766,0.20223090170075092
0.1622827644668785,0.15736204765835232
0.1551057044087813,0.17372083887601913
0.1785362783384742,0.1952837084537481
0.1988295294943661,0.18052264629070505
0.1868673206110447,0.17109657903568903
0.1467739725293752,0.17307172767606926
0.1845988336123466,0.19038619437863802
0.1877148071822762,0.17704953709328874
0.1852697126993668,0.15434382631279914
0.1673876271473193,0.16813004228793826
0.1989407503098189,0.1459349453282183
0.1493678537679528,0.18600061984302094
0.1577499780929103,0.1685978087642118
0.1793163985885643,0.13490966863468531
0.1262279520643319,0.17499160180633128
0.1476374782421774,0.16415407266823218
0.1562153915936028,0.17513862155546353
0.1796725996400625,0.14656995252824995
0.1524438253505655,0.16982148387757573
0.1305467768048452,0.15603106041517498
0.1281524476729305,0.159983680588386
0.1552497812794266,0.1519925467468558
0.1794263980259843,0.1459966432348209
0.1735493271601891,0.13165778653613067
0.1278690134822897,0.15022802804962446
0.1247774105427899,0.13463266719717248
0.1476210969643505,0.13604264337733774
0.1419322000395445,0.160951313284806
0.1786298363971533,0.1561235183508632
0.1605981136378245,0.17307673589867079
0.1701127870793195,0.1518642881363534
0.1742542616619473,0.1509301300283415
0.1510467426383691,0.17446753400676096
0.1185668909401154,0.1552554837420405
0.148032002593155,0.1507394213160717
0.1541824229844803,0.14072243804659595
0.1649997170835524,0.16683863724513384
0.1730048178681364,0.16391106373457714
0.1620437647555032,0.15741524610139274
0.1584087017760504,0.1605614215734674
0.1546583984408366,0.1601380790005086
0.1750350854916044,0.1605965260414975
0.1541876967130173,0.1577115878560658
0.1598410200384666,0.1576204764067971
0.1663095645462192,0.17608362761656712
0.1782326138242919,0.17837512487732632
0.1705781518434397,0.1657887520422327
0.18687133363319,0.17117759451682163
0.1652318626637975,0.16896801755698393
0.1597174841954135,0.16749512487600776
