true I(max),predicted I(max)
0.1605981136378245,0.1677457767294278
0.1793163985885643,0.17734967895018305
0.1730048178681364,0.16344813791708565
0.1989407503098189,0.16326882783447103
0.1652318626637975,0.1658296163095234
0.1663095645462192,0.1797550930582596
0.1750350854916044,0.1666401278738885
0.1782326138242919,0.18136941381104058
0.1597174841954135,0.1677713500241276
0.1510467426383691,0.1719123860242077
0.1735493271601891,0.16554254963661313
0.1705781518434397,0.1805002847854636
0.18687133363319,0.17341366718615697
0.1622827644668785,0.198940750309819
0.1620437647555032,0.17430613781082863
