v АК,v ЦН,height50
0.64,0.7600000000000001,0.16397807525436764
0.6526633165829145,0.7600000000000001,0.16397807525436764
0.6653266331658292,0.7600000000000001,0.16397807525436764
0.6779899497487437,0.7600000000000001,0.16397807525436764
0.6906532663316582,0.7600000000000001,0.16397807525436764
0.7033165829145729,0.7600000000000001,0.16397807525436764
0.7159798994974874,0.7600000000000001,0.16397807525436764
0.728643216080402,0.7600000000000001,0.16397807525436764
0.7413065326633166,0.7600000000000001,0.16397807525436764
0.7539698492462311,0.7600000000000001,0.16397807525436764
0.7666331658291456,0.7600000000000001,0.16397807525436764
0.7792964824120603,0.7600000000000001,0.16397807525436764
0.7919597989949748,0.7600000000000001,0.16397807525436764
0.8046231155778895,0.7600000000000001,0.16397807525436764
0.817286432160804,0.7600000000000001,0.16397807525436764
0.8299497487437186,0.7600000000000001,0.16397807525436764
0.8426130653266332,0.7600000000000001,0.16397807525436764
0.8552763819095477,0.7600000000000001,0.16397807525436764
0.8679396984924623,0.7600000000000001,0.16397807525436764
0.8806030150753769,0.7600000000000001,0.16397807525436764
0.8932663316582914,0.7600000000000001,0.16397807525436764
0.905929648241206,0.7600000000000001,0.16397807525436764
0.9185929648241206,0.7600000000000001,0.16397807525436764
0.9312562814070351,0.7600000000000001,0.16397807525436764
0.9439195979899497,0.7600000000000001,0.16397807525436764
0.9565829145728643,0.7600000000000001,0.16397807525436764
0.9692462311557788,0.7600000000000001,0.16397807525436764
0.9819095477386934,0.7600000000000001,0.16397807525436764
0.994572864321608,0.7600000000000001,0.16397807525436764
1.0072361809045225,0.7600000000000001,0.16397807525436764
1.0198994974874371,0.7600000000000001,0.16412401142652375
1.0325628140703516,0.7600000000000001,0.16412401142652375
1.0452261306532662,0.7600000000000001,0.16419697951260182
1.0578894472361808,0.7600000000000001,0.1642747786576176
1.0705527638190953,0.7600000000000001,0.1628467620952083
1.08321608040201,0.7600000000000001,0.16134094638778315
1.0958793969849245,0.7600000000000001,0.16141391447386122
1.1085427135678392,0.7600000000000001,0.1614868825599393
1.1212060301507536,0.7600000000000001,0.15991217141968062
1.1338693467336682,0.7600000000000001,0.15991700247861837
1.1465326633165827,0.7600000000000001,0.15834788080299067
1.1591959798994975,0.7600000000000001,0.15834788080299067
1.171859296482412,0.7600000000000001,0.15835271186192842
1.1845226130653264,0.7600000000000001,0.15836237397980396
1.1971859296482412,0.7600000000000001,0.1583672050387417
1.2098492462311556,0.7600000000000001,0.15678842124523848
1.2225125628140703,0.7600000000000001,0.15402587425527875
1.235175879396985,0.7600000000000001,0.15402587425527875
1.2478391959798993,0.7600000000000001,0.15402587425527875
1.260502512562814,0.7600000000000001,0.15375659855221663
1.2731658291457286,0.7600000000000001,0.1534873228491545
