true I nm,predicted I nm
535.253,535.2530000000004
535.253,535.2530000000004
535.253,535.2702500000003
536.978,537.7542500000001
538.013,536.9521249999997
535.253,535.3737500000001
535.253,537.3230000000001
535.253,535.2788750000002
535.253,535.3220000000003
535.253,536.1931250000002
535.253,536.3311250000002
538.013,535.5807499999995
535.598,536.762375
538.013,535.7532500000003
