true weight75,predicted weight75
42.40800000000002,37.48292499999998
39.99700000000007,34.63889999999997
39.64400000000001,36.84504999999998
39.98099999999999,36.832025
40.00300000000004,39.45820000000005
44.11099999999999,38.22207499999997
43.44499999999994,33.86599999999999
37.91800000000001,40.148625000000024
40.37300000000005,38.75042499999998
40.68100000000004,37.91242500000001
40.36199999999997,38.419325000000015
43.11599999999999,35.58600000000001
45.15999999999997,36.34687499999997
41.41099999999994,36.93272499999999
35.58600000000001,43.11599999999999
33.86599999999999,43.44499999999994
34.20999999999992,39.482625
36.59000000000003,37.878887499999955
35.92499999999995,41.99002500000005
34.21299999999997,40.72282499999998
34.89599999999996,40.246900000000025
35.5569999999999,34.910624999999996
39.63300000000004,36.414974999999984
36.61099999999999,35.956249999999976
38.64999999999998,36.353524999999976
39.69399999999996,36.29819999999999
34.90499999999997,38.674324999999996
34.91500000000008,35.19909999999996
36.27199999999993,36.15225000000003
32.83199999999999,36.78465000000001
33.85699999999997,38.79100000000006
34.87199999999996,37.36214999999997
35.20400000000006,35.08069999999998
34.51900000000001,36.80935000000001
35.22400000000005,36.08017499999998
34.89599999999996,34.582449999999966
36.94299999999998,35.59567499999995
35.22400000000005,34.89422499999996
38.31900000000007,37.33034999999999
37.28599999999994,36.01837500000003
37.26499999999999,36.71009999999996
36.24299999999994,38.55972499999998
33.82900000000006,35.936549999999954
