true I nm,predicted I nm
535.943,533.2845000000002
535.598,533.2500000000003
538.013,536.0120000000003
533.181,533.5860499999997
535.253,535.5461000000003
538.013,536.3222000000002
535.253,535.57115
535.253,535.2615500000003
532.835,534.5796000000003
535.253,535.7015000000004
535.253,534.6658000000001
533.181,535.7359499999999
535.253,534.9937500000002
533.526,534.0957750000001
535.253,535.0971750000002
532.835,534.4843250000004
