v АК,v ЦН,I(max) d I(650)
0.76,1.8599999999999999,3.7866118704320604
0.7684422110552764,1.8599999999999999,3.7866118704320604
0.7768844221105528,1.8599999999999999,3.7866118704320604
0.7853266331658292,1.8599999999999999,3.7866118704320604
0.7937688442211055,1.8599999999999999,3.7866118704320604
0.8022110552763819,1.8599999999999999,3.7866118704320604
0.8106532663316584,1.8599999999999999,3.7866118704320604
0.8190954773869347,1.8599999999999999,3.7866118704320604
0.8275376884422111,1.8599999999999999,3.7866118704320604
0.8359798994974874,1.8599999999999999,3.7866118704320604
0.8444221105527638,1.8599999999999999,3.7866118704320604
0.8528643216080403,1.8599999999999999,3.7866118704320604
0.8613065326633166,1.8599999999999999,3.7866118704320604
0.869748743718593,1.8599999999999999,3.7866118704320604
0.8781909547738693,1.8599999999999999,3.7866118704320604
0.8866331658291458,1.8599999999999999,3.7866118704320604
0.8950753768844222,1.8599999999999999,3.7866118704320604
0.9035175879396985,1.8599999999999999,3.7866118704320604
0.9119597989949749,1.8599999999999999,3.7866118704320604
0.9204020100502512,1.8599999999999999,3.7866118704320604
0.9288442211055277,1.8599999999999999,3.7866118704320604
0.9372864321608041,1.8599999999999999,3.7866118704320604
0.9457286432160805,1.8599999999999999,3.7866118704320604
0.9541708542713568,1.8599999999999999,3.7866118704320604
0.9626130653266332,1.8599999999999999,3.7866118704320604
0.9710552763819096,1.8599999999999999,3.7866118704320604
0.979497487437186,1.8599999999999999,3.7866118704320604
0.9879396984924624,1.8599999999999999,3.7866118704320604
0.9963819095477388,1.8599999999999999,3.7866118704320604
1.004824120603015,1.8599999999999999,3.7850132719216845
1.0132663316582915,1.8599999999999999,3.7826153741561206
1.021708542713568,1.8599999999999999,3.787836540534104
1.0301507537688444,1.8599999999999999,3.7870372412789157
1.0385929648241206,1.8599999999999999,3.793057706912088
1.047035175879397,1.8599999999999999,3.7982788732900716
1.0554773869346734,1.8599999999999999,3.803500039668055
1.0639195979899498,1.8599999999999999,3.8011021419024913
1.0723618090452263,1.8599999999999999,3.79790494488174
1.0808040201005027,1.8599999999999999,3.79790494488174
1.0892462311557791,1.8599999999999999,3.7971056456265524
1.0976884422110553,1.8599999999999999,3.796306346371364
1.1061306532663318,1.8599999999999999,3.796306346371364
1.1145728643216082,1.8599999999999999,3.796306346371364
1.1230150753768844,1.8599999999999999,3.8031261112597234
1.1314572864321608,1.8599999999999999,3.830405170813163
1.1398994974874372,1.8599999999999999,3.850864465478243
1.1483417085427137,1.8599999999999999,3.871323760143322
1.15678391959799,1.8599999999999999,3.9190621143618407
1.1652261306532665,1.8599999999999999,3.93952140902692
