v АК,v ЦН,I(max)
0.32,0.32,0.2420509634067029
0.32633165829145727,0.32,0.2420509634067029
0.3326633165829146,0.32,0.2420509634067029
0.33899497487437186,0.32,0.2420509634067029
0.3453266331658291,0.32,0.2420509634067029
0.35165829145728644,0.32,0.2420509634067029
0.3579899497487437,0.32,0.2420509634067029
0.364321608040201,0.32,0.2420509634067029
0.3706532663316583,0.32,0.2420509634067029
0.37698492462311556,0.32,0.2420509634067029
0.3833165829145728,0.32,0.2420509634067029
0.38964824120603014,0.32,0.2420509634067029
0.3959798994974874,0.32,0.2420509634067029
0.40231155778894473,0.32,0.2420509634067029
0.408643216080402,0.32,0.2420509634067029
0.4149748743718593,0.32,0.2420509634067029
0.4213065326633166,0.32,0.2420509634067029
0.42763819095477384,0.32,0.2420509634067029
0.43396984924623117,0.32,0.2420509634067029
0.44030150753768843,0.32,0.2420509634067029
0.4466331658291457,0.32,0.2420509634067029
0.452964824120603,0.32,0.2420509634067029
0.4592964824120603,0.32,0.2420509634067029
0.46562814070351755,0.32,0.2420509634067029
0.47195979899497487,0.32,0.2420509634067029
0.47829145728643213,0.32,0.2420509634067029
0.4846231155778894,0.32,0.2420509634067029
0.4909547738693467,0.32,0.2420509634067029
0.497286432160804,0.32,0.2420509634067029
0.5036180904522612,0.32,0.2420509634067029
0.5099497487437186,0.32,0.2420509634067029
0.5162814070351758,0.32,0.2420509634067029
0.5226130653266331,0.32,0.2420509634067029
0.5289447236180904,0.32,0.24233360913086446
0.5352763819095476,0.32,0.24233360913086446
0.541608040201005,0.32,0.24261625485502597
0.5479396984924623,0.32,0.24261625485502597
0.5542713567839196,0.32,0.24289890057918745
0.5606030150753768,0.32,0.24318154630334896
0.5669346733668341,0.32,0.24346419202751046
0.5732663316582913,0.32,0.24346419202751046
0.5795979899497488,0.32,0.24346419202751046
0.585929648241206,0.32,0.24374683775167197
0.5922613065326632,0.32,0.24374683775167197
0.5985929648241206,0.32,0.24431212919999495
0.6049246231155778,0.32,0.24459477492415652
0.6112562814070351,0.32,0.24459477492415652
0.6175879396984925,0.32,0.2451600663724795
0.6239195979899497,0.32,0.245442712096641
0.630251256281407,0.32,0.24629064926912556
0.6365829145728643,0.32,0.2468559407174486
0.6429145728643215,0.32,0.2471385864416101
0.6492462311557788,0.32,0.24770387788993312
0.6555778894472362,0.32,0.24798652361409462
0.6619095477386934,0.32,0.2482691693382561
0.6682412060301507,0.32,0.24911710651074065
0.674572864321608,0.32,0.2493997522349022
0.6809045226130652,0.32,0.2493997522349022
0.6872361809045225,0.32,0.2493997522349022
0.6935678391959799,0.32,0.24968239795906372
