true I(max),predicted I(max)
0.2302963350006442,0.25569216470306355
0.1990155257236625,0.26296672844235663
0.2630121412028563,0.2396268062258507
0.2395308461769692,0.23777515727024875
0.2194523808708683,0.1992219423346947
0.2721668015114993,0.20200907275315189
0.2540398973732476,0.23235825995714263
0.2044583385045526,0.26725189745236777
0.2396268062258508,0.2464002898445095
0.1851044840123174,0.23639905209209738
0.2533567923731633,0.19623331738139332
0.2570440197910947,0.22189898613941442
0.2090517575420455,0.21940899327678554
0.2420509634067031,0.2540398973732476
0.2149381534844917,0.21133768918966486
