аск,твин,г
-11.200000000000003,-11.200000000000003,135.93156161389413
-9.961809045226133,-11.200000000000003,135.93156161389413
-8.723618090452264,-11.200000000000003,135.93156161389413
-7.485427135678395,-11.200000000000003,135.93156161389413
-6.247236180904526,-11.200000000000003,135.93156161389413
-5.009045226130657,-11.200000000000003,135.93156161389413
-3.7708542713567876,-11.200000000000003,135.93156161389413
-2.5326633165829193,-11.200000000000003,135.93156161389413
-1.2944723618090492,-11.200000000000003,135.93156161389413
-0.05628140703517914,-11.200000000000003,135.93156161389413
1.1819095477386892,-11.200000000000003,135.93156161389413
2.4201005025125575,-11.200000000000003,135.93156161389413
3.6582914572864276,-11.200000000000003,135.93156161389413
4.896482412060298,-11.200000000000003,135.93156161389413
6.134673366834164,-11.200000000000003,135.93156161389413
7.372864321608034,-11.200000000000003,135.93156161389413
8.611055276381904,-11.200000000000003,135.93156161389413
9.849246231155774,-11.200000000000003,135.93156161389413
11.087437185929645,-11.200000000000003,135.93156161389413
12.325628140703511,-11.200000000000003,135.93156161389413
13.563819095477381,-11.200000000000003,135.93156161389413
14.802010050251251,-11.200000000000003,135.93156161389413
16.040201005025118,-11.200000000000003,135.93156161389413
17.278391959798988,-11.200000000000003,135.93156161389413
18.516582914572858,-11.200000000000003,135.93156161389413
19.754773869346728,-11.200000000000003,135.93156161389413
20.992964824120598,-11.200000000000003,135.93156161389413
22.23115577889447,-11.200000000000003,135.93156161389413
23.46934673366833,-11.200000000000003,135.93156161389413
24.7075376884422,-11.200000000000003,135.93156161389413
25.94572864321607,-11.200000000000003,130.87730535207942
27.18391959798994,-11.200000000000003,129.7341113835066
28.42211055276381,-11.200000000000003,129.7341113835066
29.66030150753768,-11.200000000000003,125.72794556356332
30.89849246231155,-11.200000000000003,122.86497371219278
32.13668341708542,-11.200000000000003,122.86497371219278
33.37487437185929,-11.200000000000003,120.57858577504723
34.613065326633155,-11.200000000000003,119.43539180647447
35.851256281407025,-11.200000000000003,118.29219783790165
37.089447236180895,-11.200000000000003,116.10091342745743
38.327638190954765,-11.200000000000003,114.39110940453683
39.565829145728635,-11.200000000000003,114.39110940453683
40.804020100502505,-11.200000000000003,111.77384732396027
42.042211055276375,-11.200000000000003,110.06404330103965
43.28040201005024,-11.200000000000003,105.21668094281662
