true I(max)-I(650),predicted I(max)-I(650)
0.1508337037123725,0.1345484905292808
0.1085635938252574,0.0859305499409459
0.0360477051343428,0.06724176237131053
0.07061241855908182,0.06928496285357318
0.05750216694563273,0.06141287954797283
0.1091430006523204,0.07519175256609126
0.1372791760959043,0.1418044167641732
0.1146253573384881,0.06073999844355592
0.04644872382037477,0.049401015592821236
0.07121269755744081,0.10062344085993997
0.1315072656192739,0.1432181281528786
0.08090584369160758,0.07456179460672414
0.1282604863418743,0.13359561143189067
0.08645174875452469,0.07887251545369947
0.07467794811743408,0.11858004859807332
0.05808127933625895,0.07193286266352199
0.07979351161442766,0.053366377151713426
0.07057896133119805,0.0614144751685892
0.06421918964039032,0.06326166640151651
0.06443361418936332,0.0659773275930305
0.0704096444807015,0.07911644918402093
0.06575362446340793,0.06512283969784026
0.07170280957234539,0.05995384180022215
0.00375306362841891,0.09004189207013574
0.05671311815178567,0.11106182549247907
0.07118776190826448,0.03933667416844289
0.0662894636280096,0.07172585313298878
0.06321662184954382,0.06697757658677021
0.05378322954198206,0.05715816921199205
0.1220695466122835,0.06887475250467345
0.1030865896271566,0.1284842899478666
0.04869056126769518,0.06418734237096028
0.07430322477958869,0.06701694858240083
