true I(max)-I(650),predicted I(max)-I(650)
0.1508337037123725,0.13482611414333645
0.1085635938252574,0.08604205553009742
0.0360477051343428,0.04941116695243148
0.07061241855908182,0.07491435952189746
0.05750216694563273,0.06798442373989529
0.1091430006523204,0.11265528419668806
0.1372791760959043,0.1429330776326981
0.1146253573384881,0.10914300065232038
0.0633769702892702,0.07403089545410776
0.04644872382037477,0.05052946685696354
0.07121269755744081,0.10390497857489127
0.1315072656192739,0.15083370371237242
0.08090584369160758,0.06867322203661387
0.1282604863418743,0.13562751413244278
0.08645174875452469,0.0757591311253447
