true height,predicted height
37.93399999999997,37.11519999999997
34.53300000000002,34.83155000000001
46.75,38.18619999999994
38.95500000000004,40.87209999999997
37.58699999999999,34.10719999999999
34.19500000000005,36.74182499999998
36.56399999999996,35.57885
36.928,37.76237499999998
32.32099999999991,39.46824999999999
36.22199999999998,32.46140000000001
40.33400000000006,37.96519999999997
40.35599999999999,38.66775000000003
34.529,36.077349999999974
41.38200000000006,39.26944999999999
37.98199999999997,37.967124999999996
49.19399999999996,42.250874999999986
42.03099999999995,47.56104999999996
37.56000000000006,43.32819999999996
39.64400000000001,41.23444999999998
39.98599999999999,39.19890000000001
37.58699999999999,41.26057500000003
37.60199999999998,38.91554999999999
42.35000000000002,48.77999999999997
0.0,35.50190000000002
36.94299999999998,35.29632500000004
39.66099999999994,45.26395
41.35299999999995,39.221424999999975
47.12400000000002,43.787874999999985
45.73500000000001,47.83512499999999
34.89100000000008,28.37112499999999
36.25199999999995,36.82969999999999
50.48500000000001,43.605199999999954
41.03499999999997,39.122875
