true I nm,predicted I nm
539.047,538.3227499999998
542.835,536.3910500000001
542.835,541.8708499999996
542.835,542.8349999999995
539.047,540.1749499999999
542.835,540.6568999999997
539.047,540.3728
542.835,541.5352999999996
536.978,538.2020749999997
540.081,540.9409999999997
539.047,538.443175
539.047,539.2273249999998
539.047,539.0469999999999
536.978,536.003325
535.253,539.6126499999998
535.253,537.9073000000001
535.253,535.7101250000002
536.978,537.2798750000002
538.013,536.6933749999996
535.253,535.2875000000003
535.253,536.6847000000001
535.253,535.2702500000003
535.253,535.7360000000003
535.253,535.9775000000003
535.253,536.1845000000001
538.013,535.4427500000002
535.598,536.4087500000003
538.013,535.7877500000002
