v АК,v ЦН,I(max)
0.19999999999999996,0.19999999999999996,0.30340844660481464
0.21055276381909543,0.19999999999999996,0.30340844660481464
0.2211055276381909,0.19999999999999996,0.30340844660481464
0.2316582914572864,0.19999999999999996,0.30340844660481464
0.24221105527638187,0.19999999999999996,0.30340844660481464
0.25276381909547735,0.19999999999999996,0.30340844660481464
0.2633165829145728,0.19999999999999996,0.30340844660481464
0.27386934673366825,0.19999999999999996,0.30340844660481464
0.2844221105527638,0.19999999999999996,0.30340844660481464
0.2949748743718592,0.19999999999999996,0.30340844660481464
0.30552763819095474,0.19999999999999996,0.30340844660481464
0.31608040201005017,0.19999999999999996,0.30340844660481464
0.32663316582914564,0.19999999999999996,0.30340844660481464
0.3371859296482411,0.19999999999999996,0.30340844660481464
0.3477386934673366,0.19999999999999996,0.30340844660481464
0.3582914572864321,0.19999999999999996,0.30340844660481464
0.36884422110552756,0.19999999999999996,0.30340844660481464
0.37939698492462304,0.19999999999999996,0.30340844660481464
0.3899497487437185,0.19999999999999996,0.30340844660481464
0.400502512562814,0.19999999999999996,0.30340844660481464
0.4110552763819095,0.19999999999999996,0.30340844660481464
0.42160804020100495,0.19999999999999996,0.30340844660481464
0.4321608040201004,0.19999999999999996,0.30340844660481464
0.4427135678391959,0.19999999999999996,0.30340844660481464
0.45326633165829133,0.19999999999999996,0.30340844660481464
0.4638190954773868,0.19999999999999996,0.30340844660481464
0.4743718592964823,0.19999999999999996,0.30340844660481464
0.48492462311557777,0.19999999999999996,0.30340844660481464
0.49547738693467325,0.19999999999999996,0.30340844660481464
0.5060301507537688,0.19999999999999996,0.29682042733945385
0.5165829145728642,0.19999999999999996,0.28940462921973975
0.5271356783919596,0.19999999999999996,0.2856962157463415
0.5376884422110552,0.19999999999999996,0.2797197061090676
0.5482412060301507,0.19999999999999996,0.2685954945159553
0.5587939698492461,0.19999999999999996,0.2648870810425571
0.5693467336683415,0.19999999999999996,0.26035088871480555
0.5798994974874371,0.19999999999999996,0.2566424752414073
0.5904522613065326,0.19999999999999996,0.2521062829136559
0.601005025125628,0.19999999999999996,0.24634604250264838
0.6115577889447235,0.19999999999999996,0.24573453287456157
0.622110552763819,0.19999999999999996,0.24573453287456157
0.6326633165829144,0.19999999999999996,0.2490456482919746
0.64321608040201,0.19999999999999996,0.24987342714632788
0.6537688442211054,0.19999999999999996,0.254014379072259
0.6643216080402008,0.19999999999999996,0.2581553309981902
0.6748743718592963,0.19999999999999996,0.25858684062364073
0.6854271356783919,0.19999999999999996,0.261071206013783
0.6959798994974873,0.19999999999999996,0.2621142252673202
0.7065326633165827,0.19999999999999996,0.2623315233206691
0.7170854271356782,0.19999999999999996,0.2658640520997607
0.7276381909547737,0.19999999999999996,0.26669285978119633
0.7381909547738692,0.19999999999999996,0.2691792828255034
0.7487437185929646,0.19999999999999996,0.27105419624172367
0.7592964824120602,0.19999999999999996,0.27210030197650825
0.7698492462311556,0.19999999999999996,0.27458672502081527
0.7804020100502511,0.19999999999999996,0.27707314806512234
0.7909547738693465,0.19999999999999996,0.277901955746558
0.8015075376884421,0.19999999999999996,0.2789480614813426
0.8120603015075375,0.19999999999999996,0.2583223008578971
0.822613065326633,0.19999999999999996,0.23082128669330318
0.8331658291457285,0.19999999999999996,0.20922952852493978
0.843718592964824,0.19999999999999996,0.17979651927051002
0.8542713567839194,0.19999999999999996,0.1641140170983772
0.864824120603015,0.19999999999999996,0.15036351001608017
0.8753768844221104,0.19999999999999996,0.13564700538886526
0.8859296482412058,0.19999999999999996,0.12189649830656824
0.8964824120603013,0.19999999999999996,0.10814599122427122
0.9070351758793967,0.19999999999999996,0.10814599122427122
0.9175879396984923,0.19999999999999996,0.12297576657820923
0.9281407035175877,0.19999999999999996,0.1279190250295219
0.9386934673366832,0.19999999999999996,0.13382828102575248
0.9492462311557787,0.19999999999999996,0.155533309920839
0.9597989949748742,0.19999999999999996,0.155533309920839
0.9703517587939696,0.19999999999999996,0.16735182191330017
0.9809045226130652,0.19999999999999996,0.17326107790953074
0.9914572864321606,0.19999999999999996,0.18507958990199191
1.0020100502512561,0.19999999999999996,0.18507958990199191
1.0125628140703515,0.19999999999999996,0.18507958990199191
1.0231155778894472,0.19999999999999996,0.1968981018944531
1.0336683417085424,0.19999999999999996,0.21462586988314478
1.044221105527638,0.19999999999999996,0.22053512587937535
1.0547738693467335,0.19999999999999996,0.22053512587937535
1.0653266331658289,0.19999999999999996,0.225478384330688
1.0758793969849245,0.19999999999999996,0.24127415722954387
1.0864321608040197,0.19999999999999996,0.24127415722954387
1.0969849246231154,0.19999999999999996,0.24127415722954387
1.1075376884422108,0.19999999999999996,0.23389110072633484
1.1180904522613062,0.19999999999999996,0.23221265073344294
1.1286432160804019,0.19999999999999996,0.2308309417538276
1.1391959798994973,0.19999999999999996,0.22915249176093563
1.1497487437185927,0.19999999999999996,0.22701347210817197
1.1603015075376883,0.19999999999999996,0.22441388279553656
1.1708542713567835,0.19999999999999996,0.22395331313566474
1.1814070351758792,0.19999999999999996,0.2208931541631575
1.1919597989949746,0.19999999999999996,0.2192147041702656
1.20251256281407,0.19999999999999996,0.21737242553077843
1.2130653266331655,0.19999999999999996,0.21737242553077843
1.223618090452261,0.19999999999999996,0.21705421066226838
