true I(max) d I(650),predicted I(max) d I(650)
4.00686979833564,7.573967384688207
3.865254455536726,5.922327222767086
6.312669552360277,5.962031125091427
5.021066284697591,6.142319428029105
3.356070272737484,7.325450922868197
5.197349003404419,6.108205886373449
7.412270960613026,4.934284695626955
7.427474292569899,6.613317766282178
9.056202530967948,4.728169556906404
5.698439162076864,6.677316738935568
6.924018041008112,4.482917479095873
5.850796243953695,8.61689343898144
8.211923694859037,6.559192437812397
6.423353608130182,5.021066284697589
9.4763280316407,6.45979301180432
