true coef A,predicted coef A
-4.307275015544434e-05,-6.016208242205605e-05
-4.351684730727598e-05,-4.830286840307009e-05
-4.82610024419143e-05,-5.538069770941267e-05
-4.406889554038158e-05,-5.962718904387213e-05
-4.844198401776235e-05,-5.079626528849914e-05
-3.479929610500823e-05,-5.180439212319573e-05
-3.271959474618515e-05,-4.850538938904245e-05
-5.546364383123107e-05,-4.8454409702952405e-05
-4.350011236767217e-05,-6.18933842483497e-05
-4.623905384225282e-05,-5.780952345614843e-05
-4.977489329379623e-05,-5.277509537687287e-05
-3.499208231195337e-05,-6.805383222680072e-05
-3.022573054348444e-05,-4.9358009536907306e-05
-4.462882639185181e-05,-6.0214047923568125e-05
-6.805383222680072e-05,-3.499208231195338e-05
-4.850538938904249e-05,-3.271959474618515e-05
-5.99584060702143e-05,-4.2305097936295184e-05
-6.669460042482223e-05,-5.164006292717693e-05
-6.982642667251987e-05,-4.375194155425028e-05
-5.057036998869231e-05,-4.1443475239298316e-05
-6.357760104792132e-05,-4.873458795246541e-05
-4.334675561877842e-05,-4.614676644358172e-05
-4.04754679409548e-05,-4.0268800588819266e-05
-4.416191869310499e-05,-4.3595090365352244e-05
-5.739472682571776e-05,-5.782824407482455e-05
-5.095111335746174e-05,-5.0348708466006794e-05
-6.598026114984441e-05,-5.310078207500505e-05
-5.885830189491785e-05,-5.5236161394809204e-05
-4.991966279691344e-05,-4.925670597653481e-05
-4.455197786516497e-05,-4.465246611794639e-05
-5.211498553379311e-05,-5.002718524841265e-05
-6.258530843360315e-05,-5.5680310638329034e-05
-5.086990458430256e-05,-5.0667231950334775e-05
-4.98894295292733e-05,-5.007926798369049e-05
-5.332597460153557e-05,-5.056807800334661e-05
-4.389621721644745e-05,-4.5792037124015435e-05
-5.635416063982501e-05,-6.09423160494036e-05
-4.706247924507226e-05,-5.018477883406433e-05
-5.804888871132474e-05,-5.61577309123846e-05
-5.004379979328676e-05,-5.183253599953668e-05
-5.393538793955956e-05,-5.400114532430691e-05
-5.130264973296165e-05,-5.3442016022913384e-05
-5.323768043374022e-05,-5.0522539070214704e-05
