true weight75,predicted weight75
43.0680000000001,33.22804999999998
32.85900000000004,32.735924999999995
31.13099999999997,32.56510000000001
32.51100000000008,35.75125
32.84500000000003,32.785925000000006
32.83699999999999,32.253075
33.81899999999996,36.885300000000065
23.39800000000002,34.13847499999999
32.84899999999993,32.41594999999997
32.51499999999999,31.717749999999974
31.82799999999997,32.322225000000024
32.827,33.23300000000005
32.83999999999992,33.607649999999985
31.47000000000003,33.072374999999965
35.904,28.679100000000027
