v АК,v ЦН,a
0.64,0.7600000000000001,7.143635227863034
0.6526633165829145,0.7600000000000001,7.143635227863034
0.6653266331658292,0.7600000000000001,7.143635227863034
0.6779899497487437,0.7600000000000001,7.143635227863034
0.6906532663316582,0.7600000000000001,7.143635227863034
0.7033165829145729,0.7600000000000001,7.143635227863034
0.7159798994974874,0.7600000000000001,7.143635227863034
0.728643216080402,0.7600000000000001,7.143635227863034
0.7413065326633166,0.7600000000000001,7.143635227863034
0.7539698492462311,0.7600000000000001,7.143635227863034
0.7666331658291456,0.7600000000000001,7.143635227863034
0.7792964824120603,0.7600000000000001,7.143635227863034
0.7919597989949748,0.7600000000000001,7.143635227863034
0.8046231155778895,0.7600000000000001,7.143635227863034
0.817286432160804,0.7600000000000001,7.143635227863034
0.8299497487437186,0.7600000000000001,7.143635227863034
0.8426130653266332,0.7600000000000001,7.143635227863034
0.8552763819095477,0.7600000000000001,7.143635227863034
0.8679396984924623,0.7600000000000001,7.143635227863034
0.8806030150753769,0.7600000000000001,7.143635227863034
0.8932663316582914,0.7600000000000001,7.143635227863034
0.905929648241206,0.7600000000000001,7.143635227863034
0.9185929648241206,0.7600000000000001,7.143635227863034
0.9312562814070351,0.7600000000000001,7.143635227863034
0.9439195979899497,0.7600000000000001,7.143635227863034
0.9565829145728643,0.7600000000000001,7.143635227863034
0.9692462311557788,0.7600000000000001,7.143635227863034
0.9819095477386934,0.7600000000000001,7.143635227863034
0.994572864321608,0.7600000000000001,7.143635227863034
1.0072361809045225,0.7600000000000001,7.37003180234476
1.0198994974874371,0.7600000000000001,7.374453669467558
1.0325628140703516,0.7600000000000001,7.380474135100729
1.0452261306532662,0.7600000000000001,7.380474135100729
1.0578894472361808,0.7600000000000001,7.380474135100729
1.0705527638190953,0.7600000000000001,7.380474135100729
1.08321608040201,0.7600000000000001,7.379674835845542
1.0958793969849245,0.7600000000000001,7.379674835845542
1.1085427135678392,0.7600000000000001,7.45302922048552
1.1212060301507536,0.7600000000000001,7.533203370013856
1.1338693467336682,0.7600000000000001,7.540023134902216
1.1465326633165827,0.7600000000000001,7.667617543345914
1.1591959798994975,0.7600000000000001,7.674437308234273
1.171859296482412,0.7600000000000001,7.674437308234273
1.1845226130653264,0.7600000000000001,7.681257073122633
1.1971859296482412,0.7600000000000001,7.681257073122633
1.2098492462311556,0.7600000000000001,7.688076838010993
1.2225125628140703,0.7600000000000001,7.691060986173814
1.235175879396985,0.7600000000000001,8.025391973689345
1.2478391959798993,0.7600000000000001,8.091926593440963
1.260502512562814,0.7600000000000001,8.272416091859558
1.2731658291457286,0.7600000000000001,8.389355118689357
1.285829145728643,0.7600000000000001,8.389355118689357
1.2984924623115577,0.7600000000000001,8.509278293681977
1.3111557788944723,0.7600000000000001,8.620249024186133
1.3238190954773867,0.7600000000000001,8.620249024186133
1.3364824120603014,0.7600000000000001,8.620249024186133
1.349145728643216,0.7600000000000001,8.845174633357267
1.3618090452261304,0.7600000000000001,9.019695835450218
1.374472361809045,0.7600000000000001,9.019695835450218
1.3871356783919597,0.7600000000000001,9.019695835450218
1.3997989949748741,0.7600000000000001,9.019695835450218
1.4124623115577888,0.7600000000000001,8.99934692402681
1.4251256281407034,0.7600000000000001,8.99934692402681
1.4377889447236178,0.7600000000000001,8.884887006749466
1.4504522613065325,0.7600000000000001,8.837466747834105
1.4631155778894471,0.7600000000000001,8.837466747834105
1.4757788944723615,0.7600000000000001,8.837466747834105
1.4884422110552762,0.7600000000000001,8.790046488918746
1.5011055276381908,0.7600000000000001,8.695935483064812
1.5137688442211052,0.7600000000000001,8.898446747582955
1.5264321608040199,0.7600000000000001,8.92478858309812
1.5390954773869345,0.7600000000000001,8.856289900782567
1.551758793969849,0.7600000000000001,8.856289900782567
1.5644221105527636,0.7600000000000001,8.856289900782567
1.5770854271356782,0.7600000000000001,8.856289900782567
1.5897487437185926,0.7600000000000001,8.835940989359157
1.6024120603015073,0.7600000000000001,8.788520730443798
1.615075376884422,0.7600000000000001,8.788520730443798
1.6277386934673364,0.7600000000000001,8.788520730443798
1.6404020100502512,0.7600000000000001,9.24643643795814
1.6530653266331656,0.7600000000000001,9.42734927454703
1.66572864321608,0.7600000000000001,9.48149196953093
1.678391959798995,0.7600000000000001,9.689476153611768
1.6910552763819093,0.7600000000000001,9.74361884859567
1.7037185929648238,0.7600000000000001,9.937881165544301
1.7163819095477386,0.7600000000000001,10.39352558801274
1.729045226130653,0.7600000000000001,10.56071655746942
1.7417085427135675,0.7600000000000001,10.849170010481178
1.7543718592964823,0.7600000000000001,10.930011666184566
1.7670351758793967,0.7600000000000001,10.970432494036256
1.7796984924623112,0.7600000000000001,11.193292669977808
1.792361809045226,0.7600000000000001,11.679433849712602
1.8050251256281404,0.7600000000000001,11.952746812070085
1.8176884422110549,0.7600000000000001,12.15072577677409
1.8303517587939697,0.7600000000000001,12.237075090527382
1.8430150753768841,0.7600000000000001,12.323424404280676
1.8556783919597986,0.7600000000000001,12.496123031787262
1.8683417085427134,0.7600000000000001,12.551937857262617
1.8810050251256278,0.7600000000000001,12.551937857262617
1.8936683417085423,0.7600000000000001,12.694101996491266
1.9063316582914571,0.7600000000000001,12.836266135719914
1.9189949748743715,0.7600000000000001,13.079774460365647
1.931658291457286,0.7600000000000001,13.079774460365647
1.9443216080402008,0.7600000000000001,13.16612377411894
1.9569849246231152,0.7600000000000001,13.16612377411894
1.9696482412060297,0.7600000000000001,13.283007576150172
1.9823115577889445,0.7600000000000001,13.526515900795905
1.994974874371859,0.7600000000000001,13.587584877351782
2.0076381909547734,0.7600000000000001,13.673934191105076
2.0203015075376882,0.7600000000000001,13.502837232921985
2.0329648241206026,0.7600000000000001,13.484862628469823
2.045628140703517,0.7600000000000001,13.427830309075464
2.058291457286432,0.7600000000000001,13.409855704623302
2.0709547738693463,0.7600000000000001,13.391881100171139
2.0836180904522608,0.7600000000000001,13.277816461382415
2.0962814070351756,0.7600000000000001,13.261707067240868
2.10894472361809,0.7600000000000001,13.35966231188805
2.121608040201005,0.7600000000000001,13.482431087646503
2.1342713567839193,0.7600000000000001,13.564276938152137
2.1469346733668337,0.7600000000000001,13.870521645613987
2.1595979899497486,0.7600000000000001,14.105489849850551
2.172261306532663,0.7600000000000001,14.244368019750544
2.1849246231155774,0.7600000000000001,15.175536699727065
