true I(max) - I(450),predicted I(max) - I(450)
0.07245011151546818,0.07896186933143165
0.05994190694307522,0.08845871561834673
0.08633838377362474,0.06441636117409502
0.07277650971978603,0.07363707434845287
0.06740382773619932,0.0538925500919674
0.0927235086307977,0.05283799656487963
0.06507080183960245,0.07216790897069542
0.03866972664921861,0.08937237127017812
0.07407356333884729,0.07616697823324575
0.04832102423284107,0.0772855477774452
0.0795169595759393,0.057327208333272504
0.08870503080458156,0.048803842109093484
0.05677063029903384,0.07381345670702964
0.07446830474056576,0.06615426366982768
0.06825371013358769,0.0531504495690708
