true I(max) - I(650),predicted I(max) - I(650)
0.1456426310175093,0.14822845262531703
0.1575949819428217,0.16303748640534937
0.1717055874531933,0.16463375568955343
0.149374809484843,0.15247030999945038
0.1485632965550837,0.15018949139121887
0.1590391364632411,0.1577291227671239
0.1432652422781862,0.15026805160593124
0.1712449232712787,0.17146251420004305
0.1537141061668827,0.1506392887368884
0.1684646107445246,0.16392080310526105
0.1504027553888979,0.15389082079337696
0.1632964944996871,0.1617480092035724
0.1595091420232549,0.16067103255735599
0.1530927790205911,0.14908774728334678
