true coef A,predicted coef A
-4.307275015544434e-05,-4.665204918709719e-05
-4.351684730727598e-05,-3.341501086133625e-05
-4.82610024419143e-05,-4.302787191749689e-05
-4.406889554038158e-05,-5.438324762283356e-05
-4.844198401776235e-05,-5.054733019230658e-05
-3.479929610500823e-05,-3.604395280683729e-05
-3.271959474618515e-05,-3.394522464164409e-05
-5.546364383123107e-05,-4.697093320916877e-05
-4.350011236767217e-05,-4.8153269411392505e-05
-4.623905384225282e-05,-4.758717619193998e-05
-4.977489329379623e-05,-4.229086866459318e-05
-3.499208231195337e-05,-4.6832273993231466e-05
-3.022573054348444e-05,-3.271959474618515e-05
-4.462882639185181e-05,-3.814047180675555e-05
