x,y,t
0.4000000000000001,0.4000000000000001,0.06661438309047245
0.41407035175879403,0.4000000000000001,0.06661438309047245
0.42814070351758804,0.4000000000000001,0.06661438309047245
0.442211055276382,0.4000000000000001,0.06661438309047245
0.45628140703517595,0.4000000000000001,0.06661438309047245
0.47035175879396995,0.4000000000000001,0.06661438309047245
0.4844221105527639,0.4000000000000001,0.06661438309047245
0.49849246231155786,0.4000000000000001,0.06661438309047245
0.5125628140703519,0.4000000000000001,0.06661438309047245
0.5266331658291458,0.4000000000000001,0.06661438309047245
0.5407035175879398,0.4000000000000001,0.06661438309047245
0.5547738693467337,0.4000000000000001,0.06661438309047245
0.5688442211055277,0.4000000000000001,0.06661438309047245
0.5829145728643217,0.4000000000000001,0.06661438309047245
0.5969849246231156,0.4000000000000001,0.06661438309047245
0.6110552763819096,0.4000000000000001,0.06661438309047245
0.6251256281407036,0.4000000000000001,0.06661438309047245
0.6391959798994975,0.4000000000000001,0.06661438309047245
0.6532663316582915,0.4000000000000001,0.06661438309047245
0.6673366834170855,0.4000000000000001,0.06661438309047245
0.6814070351758794,0.4000000000000001,0.06661438309047245
0.6954773869346734,0.4000000000000001,0.06661438309047245
0.7095477386934674,0.4000000000000001,0.06661438309047245
0.7236180904522613,0.4000000000000001,0.06661438309047245
0.7376884422110553,0.4000000000000001,0.06661438309047245
0.7517587939698493,0.4000000000000001,0.06661438309047245
0.7658291457286432,0.4000000000000001,0.06661438309047245
0.7798994974874373,0.4000000000000001,0.06661438309047245
0.7939698492462313,0.4000000000000001,0.06661438309047245
0.8080402010050252,0.4000000000000001,0.06664721475121371
0.8221105527638191,0.4000000000000001,0.06664721475121371
0.8361809045226132,0.4000000000000001,0.06664064841906545
0.8502512562814071,0.4000000000000001,0.0666340820869172
0.864321608040201,0.4000000000000001,0.06663944628409309
0.8783919597989951,0.4000000000000001,0.06663287995194482
0.892462311557789,0.4000000000000001,0.06662631361979657
0.9065326633165829,0.4000000000000001,0.06662631361979657
0.920603015075377,0.4000000000000001,0.06662631361979657
0.9346733668341709,0.4000000000000001,0.0666203483551345
0.9487437185929648,0.4000000000000001,0.0665863380660412
0.9628140703517589,0.4000000000000001,0.0665863380660412
0.9768844221105528,0.4000000000000001,0.0665863380660412
0.9909547738693467,0.4000000000000001,0.06670515573369618
1.0050251256281408,0.4000000000000001,0.06689946488968286
1.0190954773869347,0.4000000000000001,0.06710026025184197
1.0331658291457286,0.4000000000000001,0.06702459999877733
1.0472361809045225,0.4000000000000001,0.06687135933355826
1.0613065326633166,0.4000000000000001,0.0669608724320853
1.0753768844221105,0.4000000000000001,0.06698756654501228
1.0894472361809044,0.4000000000000001,0.06700956609126792
1.1035175879396986,0.4000000000000001,0.06707483020604355
1.1175879396984925,0.4000000000000001,0.06684065611071063
1.1316582914572864,0.4000000000000001,0.06676309238769848
1.1457286432160805,0.4000000000000001,0.06672428761435176
1.1597989949748744,0.4000000000000001,0.06667148324063005
1.1738693467336683,0.4000000000000001,0.06659385078209593
1.1879396984924624,0.4000000000000001,0.06640349552306213
1.2020100502512563,0.4000000000000001,0.06626349951931235
1.2160804020100502,0.4000000000000001,0.066067482202222
1.2301507537688443,0.4000000000000001,0.06582032376386315
1.2442211055276382,0.4000000000000001,0.0656644867436785
1.258291457286432,0.4000000000000001,0.06548622731842355
1.2723618090452262,0.4000000000000001,0.0654782837730359
1.2864321608040201,0.4000000000000001,0.06540790239421229
1.300502512562814,0.4000000000000001,0.06528345184513093
1.3145728643216081,0.4000000000000001,0.06516950923239176
1.328643216080402,0.4000000000000001,0.06509231671228126
1.342713567839196,0.4000000000000001,0.06458761239045159
1.35678391959799,0.4000000000000001,0.06456986819503199
1.370854271356784,0.4000000000000001,0.0644309432464702
1.3849246231155778,0.4000000000000001,0.06435332372724359
1.3989949748743717,0.4000000000000001,0.06430295135204112
1.4130653266331659,0.4000000000000001,0.06427032317225825
1.4271356783919598,0.4000000000000001,0.06417495945761204
1.4412060301507539,0.4000000000000001,0.06452980577674719
1.4552763819095478,0.4000000000000001,0.06445686000696908
1.4693467336683417,0.4000000000000001,0.06443911581154949
1.4834170854271358,0.4000000000000001,0.06424712668046753
1.4974874371859297,0.4000000000000001,0.06422223195740716
1.5115577889447236,0.4000000000000001,0.06420936100765376
1.5256281407035177,0.4000000000000001,0.06419935026895666
1.5396984924623116,0.4000000000000001,0.06417600875742521
1.5537688442211055,0.4000000000000001,0.06412087567645322
1.5678391959798996,0.4000000000000001,0.06399474113283703
1.5819095477386935,0.4000000000000001,0.06388518410282056
1.5959798994974874,0.4000000000000001,0.06385320903190643
1.6100502512562815,0.4000000000000001,0.06378801228602361
1.6241206030150754,0.4000000000000001,0.06378274504138928
1.6381909547738693,0.4000000000000001,0.06378274504138928
1.6522613065326635,0.4000000000000001,0.06380519391951964
1.6663316582914574,0.4000000000000001,0.06381099863628102
1.6804020100502512,0.4000000000000001,0.06387277886148034
1.6944723618090451,0.4000000000000001,0.06393425413134078
1.7085427135678393,0.4000000000000001,0.06391767661774105
1.7226130653266332,0.4000000000000001,0.06402553455548643
1.736683417085427,0.4000000000000001,0.06402607202761348
1.7507537688442212,0.4000000000000001,0.06398579903182881
1.764824120603015,0.4000000000000001,0.06391733908892161
