true I(max) d I(650),predicted I(max) d I(650)
7.389902437975174,10.103173362186546
14.03780221217459,9.589924552964174
11.08263712826987,10.893602405368807
6.452806133192458,5.952867219332229
6.759228520742268,7.29929616712437
13.14208265298673,11.372160208317295
10.64301355009437,8.023142260764264
6.406206109125732,6.14281140640187
3.975984025250214,9.704299914501027
8.115326104189299,6.94283887635375
5.266888004630141,5.783151770932397
4.828560520085657,6.156703081443911
9.92909245720877,10.481581465986116
9.701529756995516,11.252826709546639
7.810970186067999,9.472838935294016
