true coef A,predicted coef A
-6.805383222680072e-05,-6.28375745079753e-05
-4.850538938904249e-05,-5.3540096745778305e-05
-5.99584060702143e-05,-5.848813725202561e-05
-6.669460042482223e-05,-5.749480752170655e-05
-6.982642667251987e-05,-6.568302261715255e-05
-5.057036998869231e-05,-5.5539951673054046e-05
-6.357760104792132e-05,-6.465045506042717e-05
-4.334675561877842e-05,-4.6257809794694484e-05
-4.04754679409548e-05,-4.377471623279984e-05
-4.416191869310499e-05,-4.626018507420336e-05
-5.739472682571776e-05,-5.439704610804144e-05
-5.095111335746174e-05,-5.628821317937592e-05
-6.598026114984441e-05,-6.170092538691649e-05
-5.885830189491785e-05,-6.1019227503326046e-05
-4.991966279691344e-05,-5.145251052273166e-05
