true I(max) d I(450),predicted I(max) d I(450)
1.698910392727449,1.6217056624324038
1.529099713664214,1.614395580927121
1.625446581004409,1.6784765143042915
1.592686392981188,1.6348723531816596
1.655739651536227,1.684787390504494
1.624507100376482,1.5752172630945966
1.627247680930324,1.6844526330409526
1.459490396459719,1.6007682902793163
1.559380946205983,1.5075664266615287
1.585239520823121,1.533215226897111
1.637802557121797,1.6143607181117687
1.634742388521392,1.5876896654013082
1.729721784348802,1.6658724586109863
1.69714167370502,1.6448998155140049
1.608859482696186,1.5827425244741968
