true I nm,predicted I nm
533.181,535.3910000000003
535.253,535.2529500000003
535.253,534.1993750000001
535.943,534.7350000000004
535.253,533.9405000000002
535.253,535.235275
535.253,533.8974500000002
538.013,536.4681250000002
541.114,536.7020000000002
535.253,537.7966750000002
535.253,535.4772500000001
535.253,535.4600000000003
533.181,534.6485000000001
532.835,534.9422000000003
535.253,535.2874000000004
