true I(max) d I(650),predicted I(max) d I(650)
7.389902437975174,9.738589714162092
8.115326104189299,5.534820680882563
5.266888004630141,4.202958201721083
4.828560520085657,4.224465989385568
9.92909245720877,8.447667414324103
9.701529756995516,7.762036427005254
7.810970186067999,5.990912548310135
11.08263712826987,9.093447038647417
6.452806133192458,5.826978760936277
6.759228520742268,7.084789203034918
13.14208265298673,9.928898806397113
10.64301355009437,11.157138928282777
3.975984025250214,5.654913633200587
5.698439162076864,10.183922206621004
8.211923694859037,10.085407974207264
6.423353608130182,9.798741060435557
9.4763280316407,10.929237153690512
5.197349003404419,8.600017409820198
9.056202530967948,5.938944958119643
8.03308499915195,10.653883969896583
12.46430038715196,10.95712219610035
7.313234187333173,5.951232789298861
15.78478624962275,7.616742185763035
17.03703527431814,10.410479098094411
10.98473569294559,8.483574510544084
11.23435623465408,7.569062975998992
9.392069292161777,11.733606326365765
10.97270881078856,11.692115072534802
11.43171742459963,11.195837239572352
6.064292299523188,7.720235343178082
5.171453548625855,4.768472753252942
6.090116827538193,6.7607856574942815
4.877791920834338,4.86252981025975
4.730103371366019,4.911568140518854
5.528918268983738,6.242985558964438
5.143184094617308,11.702646540651733
7.958200264633603,6.640596864672529
7.003383912870656,6.324804610768942
9.743832693425395,6.683899190107992
5.955598956046146,5.219725490586926
6.638171025103569,6.30331714512484
5.774365461133787,6.846727306517861
4.294022416003538,5.124878441130496
5.754649384870504,8.540115152644542
5.279126366176878,7.58128614513881
3.576545321792839,4.212689135812759
3.730142427725829,4.337632700501226
3.662728161549236,3.7029546827316566
3.84267029219035,4.379327851210356
4.184889347328602,4.68986760211775
4.97181002772498,8.594218046753936
4.452258358142387,5.740537166636684
4.010717600418594,4.490971407675976
4.241651811193235,4.059994612729488
4.515480757163514,5.419384592543599
4.257577440012154,6.464070516529429
3.939944367274304,4.032427759618502
4.377154869677721,4.353211839110869
