true weight75,predicted weight75
35.24800000000005,38.678625
33.87,43.95255000000006
34.21299999999997,39.65225000000004
36.59000000000003,37.04972500000004
35.22899999999993,41.90809999999997
34.21800000000007,40.607025000000064
34.89599999999996,39.60942500000006
35.90999999999997,34.962949999999964
39.63300000000004,36.358949999999965
36.61099999999999,34.93342499999996
38.64999999999998,35.22884999999998
39.00900000000001,35.73329999999999
34.56600000000003,38.781025000000014
34.572,35.80462500000003
35.92899999999997,36.413749999999986
42.07799999999997,37.020849999999925
40.34500000000003,34.2067
39.29700000000003,36.83962499999999
40.68100000000004,36.080550000000024
40.0089999999999,39.67185000000003
44.11599999999999,35.937325
37.923,39.61602500000002
40.37900000000002,38.59640000000004
39.99200000000008,38.06002499999995
40.01400000000001,38.38842499999999
45.50200000000007,34.30454999999999
41.07400000000007,38.220200000000034
33.17999999999995,36.27389999999998
33.51800000000003,38.025650000000006
34.529,37.01435
34.51900000000001,35.19887499999999
34.524,37.08447500000002
34.88599999999997,36.03009999999999
34.5569999999999,34.667624999999965
36.94299999999998,35.51092500000001
34.88099999999997,34.666574999999966
37.976,36.60407500000001
37.29100000000005,35.55539999999997
37.26499999999999,35.62404999999997
35.20899999999995,38.101875000000014
33.49000000000001,35.35522499999996
