true coef A,predicted coef A
-6.615317800149675e-05,-4.957721213106486e-05
-4.672043769254061e-05,-3.40777479874454e-05
-5.666555746465207e-05,-4.4092361409324835e-05
-6.542018466083883e-05,-4.886856060345983e-05
-6.848284377175094e-05,-4.145810673793509e-05
-4.824871833445748e-05,-3.76207513485549e-05
-6.193366938570762e-05,-5.0252603442047016e-05
-4.01486754989528e-05,-4.563941560705107e-05
-4.024514433233784e-05,-4.092324245424915e-05
-4.371030696942069e-05,-4.391286863764999e-05
-5.625039974443057e-05,-5.481939898508598e-05
-4.997207623236995e-05,-5.0707189027896154e-05
-6.187494309186584e-05,-4.6825254269768374e-05
-5.322056906752337e-05,-5.610664582863095e-05
-4.843102275251772e-05,-4.8863909376227366e-05
-4.048910155889081e-05,-6.125714157624773e-05
-4.305389878363679e-05,-4.878931614290164e-05
-4.885072895304473e-05,-5.486262219629271e-05
-4.215145838482742e-05,-5.836738904810655e-05
-4.729313727021435e-05,-5.4587159993070785e-05
-3.461656239086653e-05,-5.246326070229078e-05
-5.515413524052879e-05,-4.8666935365225464e-05
-4.246179636389655e-05,-6.057921702641417e-05
-4.93092176072126e-05,-5.3758185876990106e-05
-4.923177274279279e-05,-5.5790386113046124e-05
-3.001422554430316e-05,-4.8891442457389124e-05
-4.247059107566626e-05,-5.89137007564788e-05
-4.460044331986998e-05,-4.39443379988667e-05
-5.10577053101983e-05,-4.714254037943356e-05
-6.083705027244997e-05,-5.497563628405901e-05
-4.870273452490883e-05,-4.965471961218395e-05
-4.874480130813061e-05,-4.797572050007611e-05
-5.084578486144437e-05,-4.795892593353474e-05
-4.386040098372325e-05,-4.5035930546267596e-05
-5.62800622096808e-05,-5.9651820884745095e-05
-4.450792516708782e-05,-4.950449446119786e-05
-5.767643857190352e-05,-5.5776428494763295e-05
-4.892214672838165e-05,-4.998055850726262e-05
-5.299171652914786e-05,-5.484861808950902e-05
-5.275848990686957e-05,-5.287793006537995e-05
-5.161399202704211e-05,-4.720478973365757e-05
