true I nm,predicted I nm
539.047,536.7428250000004
529.032,534.0850000000003
529.032,528.7378750000001
529.032,533.3186250000003
531.107,528.7375249999998
532.49,534.4046249999999
539.736,532.5199249999997
544.899,533.0080000000003
530.761,528.6681749999998
528.686,529.24805
528.686,528.547
533.181,542.8508
528.339,532.4376500000001
528.339,536.6972500000004
533.526,532.3595249999998
