true I(max) d I(450),predicted I(max) d I(450)
1.458991732052888,1.4300582411718152
1.431008464931397,1.4561994539123273
1.488688218499052,1.4144730988410694
1.436429488227867,1.4559231492852176
1.443304630965478,1.3732202508896747
1.516728751140577,1.3271837917922717
1.344346262841782,1.4460830153096897
1.233247182761634,1.5097471364180597
1.447430458305219,1.438528811057116
1.353266574121935,1.465385971641002
1.457415071657898,1.4096897687611116
1.526942874842193,1.2953269338167295
1.372801484509888,1.4857719446740631
1.44436760541509,1.3613065841641994
1.465309807736793,1.3392495651118792
