true coef A,predicted coef A
-4.07050910241122e-05,-8.172357543124873e-05
-5.844999849711937e-05,-8.210166505731025e-05
-9.383772660124639e-05,-5.525601891881301e-05
-7.147056293765784e-05,-6.733427254489651e-05
-6.304264364909832e-05,-5.0928529637872206e-05
-8.991594282662012e-05,-4.833043590130195e-05
-6.895356453591337e-05,-5.7007752639199355e-05
-7.944121189611365e-05,-8.467440123981505e-05
-6.997588449699146e-05,-7.575660839827613e-05
-4.3212492536667e-05,-7.787784648684664e-05
-7.806671122743787e-05,-6.611238356071771e-05
-8.908725398572925e-05,-4.554710613311235e-05
-5.655116656270912e-05,-6.442833209323063e-05
-8.469610038181526e-05,-7.145967987608259e-05
-5.67678247365167e-05,-7.038226983251692e-05
