true I(650),predicted I(650)
0.02329363875404925,0.014930716236352896
0.009618166933885529,0.006941028176389344
0.01394326295150352,0.01178623448323749
0.02936588916706797,0.037973316569673135
0.02523335452873579,0.018402009167928318
0.01027104733550818,0.010483271478651988
0.01584834480900454,0.01500569483392036
0.01666289733969951,0.041337478888448125
0.03404049131888934,0.014708256020695754
0.01619819196954179,0.0284119366097475
0.03390501720423088,0.047489609375171715
0.03285348141650776,0.04441853805545684
0.01484028569717662,0.011465383925149206
0.01413484774091751,0.013111045228279819
0.01891462926611668,0.029656942274958943
0.01567648808328632,0.021530825345098203
0.006903992897727247,0.02243436231389303
0.005349011081008856,0.011913600938837584
0.007385501871515977,0.009587937862599476
0.01130185186194549,0.014302343732977441
0.01116866584372127,0.009697277416911737
0.006941028176389348,0.009618166933885525
0.00993391441066835,0.010140907008814946
0.0245182659006797,0.02303428401807369
0.01368131687310837,0.014135469056518093
0.01307042437120023,0.020628319403948877
0.0149307162363529,0.023293638754049238
0.007501565511591315,0.011190470669072288
0.0192176784242409,0.033916012403965246
0.03360971696749724,0.016522544368445722
0.03701728220568289,0.02541658752320175
0.04812210164373967,0.032415926364867946
0.04601622896660779,0.04131668789890708
0.0435027917956598,0.047263920370469635
0.04234064204103137,0.03583895180960174
0.04131867286983793,0.024408430328984307
0.05719451392729538,0.056325397028293554
0.04251052755046873,0.04166735827350973
0.0619061830320257,0.05537613453605521
0.05295935641107685,0.040020753966885474
0.05931021442000198,0.05897088025411732
0.05123235474872249,0.04489477320040962
0.04512133111242548,0.0417677668505262
