true height50,predicted height50
0.1484298865370442,0.1411642466984235
0.1243041814265092,0.14445996216949433
0.1523254647139322,0.182692648724403
0.1416235368637208,0.17511375822551087
0.1409503424654922,0.11847201111097791
0.1311109201991517,0.13252899859338463
0.1357143998795578,0.14244931237284403
0.1407290958842548,0.11224177703295479
0.1620847310623285,0.1608797483917851
0.1616354204413987,0.137452041305254
0.1249308374050081,0.13308211884791035
0.1495621805888075,0.12024028061357928
0.1164752491423357,0.13178620103109057
0.1233456058792051,0.13601430943487305
0.1545680305831696,0.13515462900217767
0.1342266576939427,0.1287711914159456
0.1342323212538542,0.12369560579314243
0.1389122728965073,0.13665094647744072
0.1293242177081113,0.14640786204118594
0.1185972036587095,0.14136530214926055
0.09184580149187366,0.12600131421404565
0.1353459791004868,0.1789998020783659
0.100541567874773,0.14760353285716413
0.101546720501216,0.13148679390195286
0.1004370344420502,0.11644633027606628
0.1149978209138082,0.13635650624661796
0.09956558356315068,0.10471049516071018
0.09879484825465393,0.10663475139459985
0.1169804627541063,0.10463182083021523
0.1347347967795394,0.16258926134134705
0.1367732451902872,0.13779182993039465
0.1678039097304511,0.16608719647106926
0.1550855848715778,0.16883990921121236
0.1759922403212292,0.1494265384210559
0.1463217320121832,0.12274876896840958
0.1551493589347678,0.11561504853132687
0.16071645201904,0.1580870340571106
0.1227475078981619,0.12525937496920386
0.1247683882272772,0.11254506372887416
0.120142928111156,0.11243427203832998
0.1319000827746871,0.1470779014494336
0.1286355120496648,0.13108502088629165
0.1304158594430535,0.12347780444760297
0.13280758113788,0.12906999422362334
0.154847818731437,0.12317510309364468
0.1981639786935578,0.1911259693288371
0.1762229271075096,0.1666454987208741
0.194143024295557,0.19531687960339544
0.1878108910929677,0.17357072645017727
0.1774081924984409,0.157333449008608
0.1702345683120146,0.15337561709773273
0.1904222628077219,0.15730868123442285
0.1748452797599583,0.16501259886903138
0.1717603609153656,0.17523713906582625
0.176637872669627,0.16863430863117423
0.1618614424108286,0.15106753429983938
0.1961391035173746,0.19350970923621363
0.1731225037020276,0.17222742945673125
