true coef A,predicted coef A
-4.048910155889081e-05,-4.751080518925114e-05
-4.305389878363679e-05,-3.779625682435661e-05
-4.885072895304473e-05,-4.3880846413679576e-05
-4.215145838482742e-05,-5.436620945459329e-05
-4.729313727021435e-05,-4.927806069294676e-05
-3.461656239086653e-05,-3.9273303493667624e-05
-3.751957685982554e-05,-3.501920360410676e-05
-5.515413524052879e-05,-4.761743223519969e-05
-4.246179636389655e-05,-4.663809079762156e-05
-4.93092176072126e-05,-4.676003140994314e-05
-4.923177274279279e-05,-4.246266782637352e-05
-3.4496177627926e-05,-4.526923179810119e-05
-3.001422554430316e-05,-3.751957685982551e-05
-4.247059107566626e-05,-3.778352449644338e-05
