true I nm,predicted I nm
532.835,539.0469999999999
535.253,542.8349999999995
535.253,538.1905499999998
535.943,535.9602
535.253,537.0038749999995
535.253,536.2692999999999
535.253,541.2587499999997
535.598,534.7691000000003
541.114,535.839225
535.253,537.0445500000003
535.253,535.7618750000001
535.253,536.9176250000002
532.835,541.0163499999996
532.835,536.35445
535.253,535.7261750000004
536.978,536.7698500000002
542.835,536.6746250000002
542.835,538.9230999999997
542.835,538.8349999999995
539.047,539.5266249999997
542.835,537.743075
542.835,535.2530000000004
542.835,541.8273999999998
536.978,536.9776250000001
542.835,536.8737500000002
539.047,536.235525
539.047,532.8349999999995
539.047,536.3560000000003
536.978,536.23555
535.253,537.5360250000002
535.253,537.5712500000001
535.253,535.6756250000001
535.943,536.2276249999999
535.943,536.598
535.253,535.2961250000003
533.526,535.778875
535.253,535.6670000000003
535.253,535.8739500000001
535.253,536.1500000000001
535.253,535.9947500000001
538.013,536.7020000000002
538.013,535.8222500000003
538.013,534.9765000000003
