true I nm,predicted I nm
532.835,536.6494750000002
535.253,541.9395249999997
535.253,538.4140499999997
535.943,535.88255
535.253,537.0297499999996
535.253,536.7430999999999
535.253,541.1378499999998
535.598,535.1482500000002
541.114,535.4771250000003
535.253,536.3117750000002
535.253,535.7791250000002
535.253,536.8831250000002
532.835,540.5163499999996
532.835,536.6126499999998
535.253,536.4758
536.978,536.7701500000002
542.835,535.6321000000003
542.835,537.9753499999999
542.835,537.3349999999995
539.047,539.1724749999996
542.835,535.9416250000002
542.835,541.5773999999997
536.978,536.8310250000002
542.835,537.2529750000001
539.047,535.4678749999999
539.047,535.2530000000004
536.978,536.0455249999998
535.253,537.16535
535.253,538.3289500000002
535.253,535.68425
535.943,536.4691249999998
535.943,536.572025
535.253,535.3306250000003
533.526,535.8994999999999
535.253,535.5290000000002
535.253,535.4597000000001
535.253,535.9430000000002
535.253,536.20175
538.013,536.9090000000002
538.013,535.8222500000002
538.013,534.5879750000003
