true coef A,predicted coef A
-6.714578560387175e-05,-5.4031817203147123e-05
-7.055943584217165e-05,-5.9165871948000985e-05
-4.536461934413665e-05,-4.196301034342258e-05
-4.852609622838235e-05,-4.543358321616808e-05
-3.97085225041449e-05,-4.0671913177234605e-05
-4.24153629418922e-05,-4.097584745613144e-05
-4.17675046617977e-05,-4.533316152325107e-05
-3.941309322386147e-05,-3.766390574278256e-05
-5.139381439419219e-05,-4.517452618583503e-05
-3.581401438726426e-05,-3.9052596181741356e-05
-4.094029442823968e-05,-4.3798803770020345e-05
-5.92493758920953e-05,-6.79515944465437e-05
-3.757757522641096e-05,-4.102418321931364e-05
-5.841433645115224e-05,-5.2485901852694205e-05
-4.117114412310451e-05,-4.165520040584144e-05
-4.421676259877174e-05,-4.949100201809012e-05
