v AA,v TC,I(450)
0.76,1.8599999999999999,0.16251273659421855
0.7684422110552764,1.8599999999999999,0.16251273659421855
0.7768844221105528,1.8599999999999999,0.16251273659421855
0.7853266331658292,1.8599999999999999,0.16251273659421855
0.7937688442211055,1.8599999999999999,0.16251273659421855
0.8022110552763819,1.8599999999999999,0.16251273659421855
0.8106532663316584,1.8599999999999999,0.16251273659421855
0.8190954773869347,1.8599999999999999,0.16251273659421855
0.8275376884422111,1.8599999999999999,0.16251273659421855
0.8359798994974874,1.8599999999999999,0.16251273659421855
0.8444221105527638,1.8599999999999999,0.16251273659421855
0.8528643216080403,1.8599999999999999,0.16251273659421855
0.8613065326633166,1.8599999999999999,0.16251273659421855
0.869748743718593,1.8599999999999999,0.16251273659421855
0.8781909547738693,1.8599999999999999,0.16251273659421855
0.8866331658291458,1.8599999999999999,0.16251273659421855
0.8950753768844222,1.8599999999999999,0.16251273659421855
0.9035175879396985,1.8599999999999999,0.16251273659421855
0.9119597989949749,1.8599999999999999,0.16251273659421855
0.9204020100502512,1.8599999999999999,0.16251273659421855
0.9288442211055277,1.8599999999999999,0.16251273659421855
0.9372864321608041,1.8599999999999999,0.16251273659421855
0.9457286432160805,1.8599999999999999,0.16251273659421855
0.9541708542713568,1.8599999999999999,0.16251273659421855
0.9626130653266332,1.8599999999999999,0.16251273659421855
0.9710552763819096,1.8599999999999999,0.16251273659421855
0.979497487437186,1.8599999999999999,0.16251273659421855
0.9879396984924624,1.8599999999999999,0.16251273659421855
0.9963819095477388,1.8599999999999999,0.16251273659421855
1.004824120603015,1.8599999999999999,0.1624505516577695
1.0132663316582915,1.8599999999999999,0.16242982334561984
1.021708542713568,1.8599999999999999,0.1624155918753995
1.0301507537688444,1.8599999999999999,0.16238063209302944
1.0385929648241206,1.8599999999999999,0.16228348737421033
1.047035175879397,1.8599999999999999,0.16221356780947022
1.0554773869346734,1.8599999999999999,0.1621721111851709
1.0639195979899498,1.8599999999999999,0.16210992624872184
1.0723618090452263,1.8599999999999999,0.1620270130001231
1.0808040201005027,1.8599999999999999,0.16198555637582374
1.0892462311557791,1.8599999999999999,0.16198555637582374
1.0976884422110553,1.8599999999999999,0.16192337143937469
1.1061306532663318,1.8599999999999999,0.16192337143937469
1.1145728643216082,1.8599999999999999,0.16194935880709194
1.1230150753768844,1.8599999999999999,0.16194935880709194
1.1314572864321608,1.8599999999999999,0.16196884933287992
1.1398994974874372,1.8599999999999999,0.16199483670059717
1.1483417085427137,1.8599999999999999,0.16200783038445582
1.15678391959799,1.8599999999999999,0.1620273209102438
1.1652261306532665,1.8599999999999999,0.1620273209102438
1.173668341708543,1.8599999999999999,0.16203381775217313
1.1821105527638192,1.8599999999999999,0.16205330827796105
1.1905527638190956,1.8599999999999999,0.16208579248760766
1.198994974874372,1.8599999999999999,0.16209878617146628
1.2074371859296484,1.8599999999999999,0.16179730686579383
1.2158793969849246,1.8599999999999999,0.16179730686579383
1.224321608040201,1.8599999999999999,0.16137956914175144
1.2327638190954775,1.8599999999999999,0.16107808983607902
1.241206030150754,1.8599999999999999,0.1606656072175297
1.2496482412060304,1.8599999999999999,0.1604646210137481
1.2580904522613068,1.8599999999999999,0.16015788660258262
1.2665326633165832,1.8599999999999999,0.15985640729691022
1.2749748743718594,1.8599999999999999,0.15964491088214247
1.2834170854271358,1.8599999999999999,0.15943341446737475
1.291859296482412,1.8599999999999999,0.1593276662599909
1.3003015075376885,1.8599999999999999,0.15922717315810012
1.308743718592965,1.8599999999999999,0.15913193516170232
1.3171859296482413,1.8599999999999999,0.15913719026719536
1.3256281407035178,1.8599999999999999,0.15904195227079762
1.3340703517587942,1.8599999999999999,0.15894145916890684
1.3425125628140706,1.8599999999999999,0.158840966067016
1.350954773869347,1.8599999999999999,0.1586557451797135
1.3593969849246232,1.8599999999999999,0.15856050718331577
1.3678391959798997,1.8599999999999999,0.15826428298313636
1.3762814070351759,1.8599999999999999,0.15816378988124555
1.3847236180904523,1.8599999999999999,0.1581795551977247
1.3931658291457287,1.8599999999999999,0.1581795551977247
1.4016080402010052,1.8599999999999999,0.1580790620958339
1.4100502512562816,1.8599999999999999,0.1580790620958339
1.418492462311558,1.8599999999999999,0.15710320603348688
1.4269346733668344,1.8599999999999999,0.15649169131627352
1.4353768844221109,1.8599999999999999,0.15616640596215786
1.443819095477387,1.8599999999999999,0.15551583525392648
1.4522613065326635,1.8599999999999999,0.1551905498998108
1.46070351758794,1.8599999999999999,0.15356412312923245
1.4691457286432161,1.8599999999999999,0.15356412312923245
1.4775879396984926,1.8599999999999999,0.15258826706688539
1.486030150753769,1.8599999999999999,0.15258826706688539
1.4944723618090454,1.8599999999999999,0.15226298171276972
1.5029145728643218,1.8599999999999999,0.15184925632656254
1.5113567839195983,1.8599999999999999,0.1520470456575687
