true coef A,predicted coef A
-3.861820631240638e-05,-4.290720190324764e-05
-1.997972051524378e-05,-3.235455159246273e-05
-4.211076814032349e-05,-3.5682544561534315e-05
-3.581124016099257e-05,-1.8697060305545843e-05
-3.508486387629145e-05,-2.9821886308518844e-05
-3.527897825988348e-05,-3.193958021984923e-05
-3.431486305372149e-05,-3.678088210272278e-05
-3.568254456153432e-05,-4.2110768140323465e-05
-3.960438791685916e-05,-5.610285003109984e-05
-3.134800044430894e-05,-2.6095282667542903e-05
-3.823282079036184e-05,-2.4049014320430505e-05
-4.113498075964382e-05,-4.1731026475514154e-05
-2.792847901009398e-05,-3.249230325135863e-05
-2.397184083408009e-05,-3.091423453419199e-05
-2.61934896859293e-05,-2.4843834193753966e-05
-5.496859077497075e-05,-4.96503916683932e-05
-4.797760248275734e-05,-2.4461308640472607e-05
-2.317677098018522e-05,-2.1058653962383432e-05
-2.81437208477524e-05,-3.189908133025987e-05
-4.173102647551413e-05,-5.4300101028523416e-05
-2.904373717319784e-05,-2.3565163079197707e-05
-3.076820485722218e-05,-3.293734906799932e-05
-2.47904884487594e-05,-2.7684769300024333e-05
-2.89656933358825e-05,-3.3881303428975044e-05
-2.640293749377577e-05,-2.987858336548462e-05
-6.118528046029909e-05,-3.1136553740966364e-05
-2.984415502426638e-05,-5.563008971536025e-05
-1.750205446272108e-05,-4.523384357230113e-05
-1.711636929043195e-05,-3.0385685473251228e-05
-2.938827767262703e-05,-2.9088074621367475e-05
-4.96294606962501e-05,-3.104998726499986e-05
-6.448157148388754e-05,-4.276982404178777e-05
-2.286433661811881e-05,-3.404351785367275e-05
-2.869110797165733e-05,-3.2653766285578774e-05
