true I(max)-I(400),predicted I(max)-I(400)
1.356342580797973,1.3379035796363312
1.414409918044761,1.3707681857336316
1.401914268506624,1.3494104017050694
1.3921614813104,1.406304522562147
1.365448883068654,1.3678729540896992
1.344997723321687,1.3532461414158672
1.349813813502237,1.3372427647643033
1.349410401705068,1.4019142685066233
1.339476952320008,1.3537588028681182
1.371570525051931,1.4064554729864887
1.290505560799065,1.3596482691781229
1.350982392946117,1.3716489113815187
1.373509183855913,1.3727333170668743
1.372948983443456,1.3678829461522615
1.365069436805866,1.3700730543497055
1.351682975520127,1.3472148348478945
1.386824902747997,1.3465579442349853
1.369765503375218,1.3799700612833603
1.374723197531662,1.3630797113758064
