true ang,predicted ang
-0.001366842192167395,-0.0012797307251103973
-0.001290203487701021,-0.0011509272935585758
-0.0003561212975701185,-0.0007323219242927696
-0.0007235649173026333,-0.0007045090221646014
-0.0007995748344111593,-0.000747477990895708
-0.001294090029312587,-0.0009293182310660085
-0.001387189986975145,-0.0014994609520862753
-0.001166135816132729,-0.0008194856846471445
-0.0007283275241831409,-0.0006435428766150658
-0.00097108362274069,-0.0013948440918018748
-0.001172226063057035,-0.0012662023731879605
-0.0008660932522252962,-0.0007636429486938443
-0.001626756863521948,-0.0014052839823670655
-0.0007964824247257862,-0.0008719492011641485
-0.0009195541078143568,-0.0013871704204797427
-0.0004496070631147463,-0.0006574382103787651
-0.000724137832229094,-0.0004222108062459892
-0.0007673402259012761,-0.0005706463911473812
-0.0007068161120460174,-0.000646049388018185
-0.0006889944425105024,-0.0007122594737544174
-0.0007921055039843872,-0.0007030878524580379
-0.0007556853337725223,-0.0008141070863636966
-0.000635557987519726,-0.00046575610790244675
2.757825116033703e-05,-0.001141170670185888
-0.0007487998550638401,-0.001262101476017622
-0.0007705806426628971,-0.00037560218414487204
-0.0006112820833963752,-0.0007527198273596058
-0.0004928018122899407,-0.0005798306487951309
-0.0004386197641139221,-0.0005091686585022147
-0.001550028012676758,-0.0010220158274325407
-0.001279783691997114,-0.0012400615244841985
-0.0003787658703998246,-0.0006313444600916635
-0.0007081740100730587,-0.0006915865324436386
