true weight,predicted weight
0.1812560196902657,0.2053298131444541
0.1614130822452697,0.1649524125967605
0.1540645804571465,0.16191097876692973
0.1780841369031461,0.14100353467578136
0.1489157988824208,0.15223240408468214
0.1743410960320039,0.16166846733976756
0.1707608099260265,0.1844768668760733
0.1619109787669298,0.15406458045714638
0.1778220626434587,0.20434545109236102
0.1703023740453806,0.1596065680362136
0.1890231433374868,0.15579536663330973
0.1970399379275538,0.17900741437528908
0.1495063729416944,0.15912482903561284
0.1546708099155831,0.1881919515511373
0.1396920542291087,0.14146714997697263
0.2298053648407587,0.2011933001916865
0.1978518220659541,0.1529987521832869
0.1331395822953075,0.134930262232991
0.1564760370621788,0.15168193267434543
0.179007414375289,0.21004629299808636
0.1507598120548441,0.1431397488143285
0.1516247125279032,0.15024177117864834
0.130968224755988,0.1417418048328663
0.1529040631737533,0.159179839926581
0.1407474261905775,0.14640836576429686
0.2091853892266864,0.16966564103216156
0.1678579994801251,0.20779613767218902
0.1459764838765405,0.193446164783923
0.1498684522661777,0.1619632526847184
0.1581285109560767,0.1664060044009012
0.2319375260498,0.15859782609444936
0.2278876197671469,0.1803769778835394
0.1359673596392803,0.17720311879266254
0.1612889352731607,0.15261464386917517
