true I(400),predicted I(400)
0.1694207513506423,0.1842404030389485
0.1421423239817031,0.18618084876503913
0.1761852072809242,0.14328460919733
0.1771022583459638,0.16942075135064247
0.1635788655212274,0.15789358359566968
0.1877696075022361,0.19212993138382628
0.1494980921623451,0.1638530073226135
0.1441289069654021,0.17975701548275252
0.2047465582313564,0.15375448235088998
0.1651839085535782,0.16629592866264703
0.161887904834981,0.14877194474193028
0.1919723841705796,0.15637140201135755
0.1921299313838261,0.1621679140113928
0.17133445151197,0.18347752576893267
0.1711727199046701,0.17784113931981219
