true I nm,predicted I nm
539.047,537.7272499999998
542.835,535.6831500000001
542.835,540.9666499999997
542.835,542.8349999999995
539.047,541.0530999999997
542.835,539.4760749999999
539.047,539.2091499999999
542.835,540.7689999999998
536.978,537.4256750000001
540.081,540.8462999999997
539.047,538.3304499999998
539.047,538.0979499999996
539.047,536.4073000000002
536.978,535.6928749999998
535.943,536.9934500000002
535.598,536.6235249999997
538.013,536.1326000000001
533.181,534.0173499999996
535.253,536.3397000000002
538.013,536.2880000000002
535.253,535.2695000000001
535.253,535.0112000000003
532.835,534.5881750000002
535.253,535.5290000000002
535.253,534.7348000000002
533.181,535.89105
535.253,536.0120000000003
533.526,535.2270750000004
535.253,535.6409500000002
532.835,537.14765
535.253,536.5287500000002
535.253,537.5953500000002
535.253,535.105675
536.978,537.4006250000001
538.013,536.13275
535.253,534.3807750000001
535.253,536.5985000000001
535.253,535.2875000000003
535.253,535.5980000000003
535.253,535.3126250000001
535.253,536.4259
538.013,535.5203750000001
535.598,536.6760750000002
538.013,535.5289000000001
