true I(max)-I(400),predicted I(max)-I(400)
1.348320822218517,1.3520032309026413
1.313870439182742,1.3326834233438989
1.200646455579681,1.3111535290344047
1.272664724355081,1.3495538167150485
1.248166351228486,1.3165273985799475
1.321356858303868,1.3159777595289568
1.349280338680856,1.3282305753589336
1.316467442924102,1.3206751757148238
1.181944779504415,1.2302266308507834
1.247824181201626,1.3150027236814275
1.305673687578001,1.3519306135792724
1.296417861475689,1.332104578400846
1.325400379484944,1.2935995839092438
1.308016612128855,1.2960886202903619
1.356342580797973,1.3197308949379671
1.414409918044761,1.3720250126449973
1.3921614813104,1.4399367250739235
1.365448883068654,1.3682144597057462
1.344997723321687,1.334338945683015
1.349813813502237,1.3196326910238416
1.349410401705068,1.342594907222942
1.339476952320008,1.2692104689854136
1.371570525051931,1.4043824262564235
1.651450391036134,1.2964349650777751
1.290505560799065,1.3250142246611518
1.350982392946117,1.2518624775225144
1.373509183855913,1.3640524528941458
1.372948983443456,1.3617146819073924
1.365069436805866,1.3708711449259268
1.351682975520127,1.3921607876591642
1.386824902747997,1.3448761910872347
1.369765503375218,1.3738743512698401
1.374723197531662,1.3214673945035276
