true I(max)-I(400),predicted I(max)-I(400)
1.356342580797973,1.338697733203492
1.414409918044761,1.3667552357746602
1.401914268506624,1.3494104017050694
1.3921614813104,1.355411324318807
1.365448883068654,1.3109690378576893
1.344997723321687,1.350521984705495
1.349813813502237,1.319999977042933
1.349410401705068,1.4019142685066233
1.339476952320008,1.4206874374360374
1.371570525051931,1.3739399319070882
1.290505560799065,1.2717569852559503
1.350982392946117,1.3377248063686837
1.373509183855913,1.3806121981405075
1.372948983443456,1.3081182683706927
1.365069436805866,1.3418691669329723
1.351682975520127,1.4002318488058623
1.386824902747997,1.296973667035567
1.369765503375218,1.3127309522515334
1.374723197531662,1.3318605720272112
1.337724806368684,1.405127963304351
1.318687619876111,1.3335076534638852
1.319648365671765,1.3676788823259511
1.3281823947705,1.3415290176156425
1.305182819314972,1.356777352233154
1.314982781647776,1.3439419153977155
1.413909316027565,1.313379567402141
1.316467708065746,1.3896789376476864
1.251834730238396,1.3331121263687464
1.259583066819349,1.3607557687948677
1.354454383025986,1.358688972236997
1.276095456393503,1.3451935136774078
1.477454209862896,1.3442920754139653
1.390504130695562,1.373100993812109
1.388681087281673,1.3616918816431793
