true I(650),predicted I(650)
0.1406305915679655,0.12045475686250581
0.1711133357505688,0.17127028166867148
0.1858376681554117,0.1491807966654491
0.1468177249131897,0.1147125162066835
0.1961182186439107,0.14758063407792793
0.1575007897282764,0.13673796299097302
0.1557481503928119,0.16503450193360583
0.1427256699277479,0.13065499185161678
0.1938594358642513,0.19890945587693123
0.207735363923902,0.1779520429111359
0.1307279702572391,0.12732957210522655
0.1609139451498775,0.14058849622425446
0.1751479602629404,0.1865353598778686
0.1426276037363062,0.14700230576950005
0.1193489604275832,0.13435374551410997
0.1161053744921266,0.1141204790383911
0.1118059013149604,0.13060487489470113
0.08905878693895646,0.09516539002755374
0.1221249400197477,0.13154920112811164
0.1182073780508262,0.1357640932241953
0.1027605154882481,0.11094315007335646
0.1241444858534522,0.17267490313558215
0.111036561652077,0.11400747731489329
0.1436223071458666,0.14374007755687182
0.1395898921488486,0.17843449147136647
0.09415210160053879,0.09248196616032597
0.1027683433526756,0.1261498328731559
0.09597431102847945,0.09337088516791049
0.1237262076116319,0.18339952596464315
0.1095980104226282,0.1463137346301701
0.09414739893981229,0.09597431102847943
0.09361852006887593,0.1049043208501363
