true coef A,predicted coef A
-5.393538793955956e-05,-5.231458557971613e-05
-5.804888871132474e-05,-5.7514843232736666e-05
-5.635416063982501e-05,-6.162277900774537e-05
-5.130264973296165e-05,-5.312914679016216e-05
-5.739472682571776e-05,-5.4438750171443095e-05
-4.462882639185181e-05,-6.306366671286898e-05
-6.258530843360315e-05,-5.68822745535391e-05
-5.086990458430256e-05,-5.0409717948878453e-05
-6.669460042482223e-05,-5.651101771374807e-05
-4.98894295292733e-05,-4.5117401508321655e-05
-5.004379979328676e-05,-5.0052288427477825e-05
-5.095111335746174e-05,-5.2243787426008635e-05
-4.350011236767217e-05,-5.982279362879701e-05
-5.841433645115224e-05,-5.5496252878596445e-05
-6.982642667251987e-05,-4.660474236403654e-05
-7.055943584217165e-05,-5.458794351776157e-05
-5.323768043374022e-05,-4.762264281395293e-05
-4.307275015544434e-05,-6.407191826171801e-05
-5.92493758920953e-05,-6.219124286865988e-05
-5.332597460153557e-05,-5.329650267745164e-05
-4.706247924507226e-05,-5.008602568467363e-05
-6.065859316701173e-05,-5.878336977463843e-05
-4.977489329379623e-05,-5.842941091859541e-05
-3.757757522641096e-05,-4.493066242868188e-05
-5.211498553379311e-05,-5.461605727624824e-05
-6.805383222680072e-05,-5.829504471148598e-05
-4.844198401776235e-05,-5.7556148510733085e-05
-6.714578560387175e-05,-5.745660622557021e-05
-4.389621721644745e-05,-4.4394053477627534e-05
-6.357760104792132e-05,-4.860812184826106e-05
-4.991966279691344e-05,-4.962726885279971e-05
-7.040417820911053e-05,-5.1286415618451415e-05
-4.623905384225282e-05,-5.6246744951189944e-05
-3.581401438726426e-05,-4.040403995328255e-05
-5.128985090074741e-05,-5.057915010363055e-05
-4.351684730727598e-05,-4.595707244695765e-05
-5.546364383123107e-05,-4.751855939293561e-05
-4.24153629418922e-05,-4.402652687555905e-05
-4.455197786516497e-05,-4.308072576615715e-05
-4.416191869310499e-05,-4.262914523894865e-05
-4.82610024419143e-05,-5.1293631954294414e-05
-4.406889554038158e-05,-6.391723472593818e-05
-3.941309322386147e-05,-3.8558429468604084e-05
-4.421676259877174e-05,-4.407378388526251e-05
-5.087828624484443e-05,-4.94365105174605e-05
-3.479929610500823e-05,-4.3427487044629646e-05
-3.271959474618515e-05,-3.4309872743771986e-05
-3.97085225041449e-05,-4.0452610943596127e-05
-4.04754679409548e-05,-3.9472798694781954e-05
-6.598026114984441e-05,-4.671027982599223e-05
-5.065862771897295e-05,-5.418714761324838e-05
-4.117114412310451e-05,-4.2228363745292624e-05
-5.99584060702143e-05,-5.104090183671057e-05
-4.50737836435676e-05,-5.9296698172503354e-05
-3.022573054348444e-05,-4.088016703397114e-05
-4.536461934413665e-05,-4.222034186457616e-05
-4.852609622838235e-05,-4.0448603851837846e-05
-5.885830189491785e-05,-5.52803734184021e-05
-5.1749793813116e-05,-5.061011860303662e-05
-4.459622070527717e-05,-4.8021242965988684e-05
-4.094029442823968e-05,-4.3181295249634513e-05
-5.057036998869231e-05,-4.801933403186095e-05
-6.003729466091912e-05,-4.604122420826978e-05
-4.17675046617977e-05,-4.5706094139997134e-05
-5.139381439419219e-05,-4.61463058860419e-05
-4.023700186227306e-05,-4.974050529441154e-05
-6.243611194151939e-05,-5.569326881829053e-05
-4.059381576705956e-05,-4.859486151632775e-05
-6.742662650629448e-05,-5.941369052918238e-05
-3.266275911869279e-05,-5.622777296537252e-05
-4.747798553726603e-05,-4.5812432896614966e-05
