true ang,predicted ang
-0.001976688743660277,-0.0019905627371970547
-0.002031579330608217,-0.0019993519856911857
-0.002057154650153591,-0.0020376827942854463
-0.001949546143785892,-0.0018628289746996831
-0.001852588763695396,-0.0019394624030773175
-0.001778254003225621,-0.0020389177612749974
-0.002047887917303793,-0.001915399180900648
-0.001810407820870991,-0.001846230171520179
-0.002043515562248527,-0.001934505170762265
-0.001786214613525904,-0.0017796085143615664
-0.001822705756303497,-0.0018278980334217182
-0.001690113607994744,-0.0019182736740914537
-0.001677895290831344,-0.0019525202947568178
-0.001947870869660309,-0.0018481296852908707
-0.002021295450514978,-0.0017076701990158508
-0.002069267022618838,-0.0019346924333953758
-0.001810850457668152,-0.0018173355290824786
-0.001591549021990337,-0.0019186234400484794
-0.002010580926296246,-0.001864103412605609
-0.001911097228467179,-0.001869221048208065
-0.001847798051508715,-0.001834807316876546
-0.001591165749769269,-0.0017227694887129333
-0.001677962215496035,-0.001789627580335643
-0.001679743306214356,-0.0016997997676529732
-0.001873029743281935,-0.0018134797485311245
-0.001950734926040269,-0.0018281753261403077
-0.001608970957984356,-0.001771519719860994
-0.00198049811206356,-0.0018986487430517045
-0.001699732538603369,-0.0017587263731420363
-0.001975634982790003,-0.001639847503018459
-0.001745645095771629,-0.001781000060822186
-0.001932316547691416,-0.0015429614242222
-0.001557868702809594,-0.0018725804117638626
-0.001499708531961087,-0.0016095993421045695
-0.001605386832119771,-0.001504042469937145
-0.001437011588604592,-0.0016377049632961406
-0.001607690135553687,-0.0015658465260322163
-0.001565127672317758,-0.0015821229959165745
-0.001695298641956295,-0.0015692934034861484
-0.001598007363167581,-0.0016332350353131283
-0.001477264650729517,-0.0016294550071072286
-0.001399253213345859,-0.0017249852969155367
-0.001419899787262196,-0.0014731074508147922
-0.001691361053077317,-0.0015519445833482332
-0.001773627222238413,-0.001508723219189623
-0.001406245853006395,-0.0015096976467270362
-0.001407373672210574,-0.0014277296364379384
-0.001469284953063149,-0.0014145295099933183
-0.001299341566917726,-0.0014923046398050695
-0.001936782712890841,-0.0015392698005343704
-0.001416420362565685,-0.0018022546016735926
-0.001622308571572344,-0.001557086650862374
-0.001853178540538741,-0.0014895808803833152
-0.001485547579827151,-0.0018514969270354991
-0.001370174224700302,-0.001651335946510246
-0.00150623735961189,-0.0015063984055422423
-0.001656359312261072,-0.001525202536417656
-0.001748354432241734,-0.001749605250272225
-0.001751418973469642,-0.0016874298475698774
-0.001698419065632459,-0.0016581044679228377
-0.001496069255815012,-0.0015890930885395632
-0.001665872060326718,-0.0016725142360577666
-0.001800144374926732,-0.0015988042185206177
-0.001518206052446439,-0.0015298801351281803
-0.001556944692345301,-0.0016115031346524793
-0.00160975224301182,-0.0017127694917454643
-0.001830467692165575,-0.0017974818662390177
-0.001720260435678497,-0.001710174579568735
-0.001954879450988834,-0.0017873352008670978
-0.001427695759996963,-0.0017497666733124746
-0.001662033278981455,-0.0015525365018566816
