true weight,predicted weight
0.2212294750869131,0.24254186674541772
0.178116399946056,0.24221369220639682
0.2306032604002944,0.1823329607244501
0.2395579480783503,0.2192159433382365
0.2097210215251633,0.20871599733395368
0.2468282332443277,0.24524160268228828
0.1930165632990377,0.20999665856013544
0.1857828740885909,0.24348423512117584
0.2782368706052968,0.1945595960777665
0.2123521725878739,0.21834637800583648
0.2127389186976396,0.1917400259707399
0.2540232144382606,0.1972033981033135
0.2452416026822885,0.2262995650120206
0.2111618163435301,0.24639738304585798
0.2219649229639507,0.23192024566339745
