true weight50,predicted weight50
52.15499999999997,51.017700000000005
53.53699999999998,51.933874999999986
53.52199999999993,53.813575000000014
53.58100000000002,51.065325000000016
58.35600000000005,52.17377499999999
51.82099999999997,51.050050000000034
53.53699999999998,52.88907499999999
57.66600000000005,51.93192500000006
52.56299999999999,53.30735000000001
50.44600000000003,54.089525
52.51900000000001,51.91445000000002
51.85699999999997,52.323675
50.45999999999998,51.45472500000005
54.59899999999999,53.461625000000005
49.44000000000005,52.99485000000001
49.11800000000005,53.04730000000003
49.44000000000005,50.744
50.80899999999997,52.4216
52.16299999999995,54.38297499999999
52.48999999999995,52.345575
50.774,53.55577500000002
52.17000000000002,51.20669999999999
52.88300000000004,50.65722500000002
55.26000000000005,55.76789999999998
51.82800000000003,51.41035000000005
58.34800000000007,55.345075000000044
56.63300000000004,51.738350000000004
55.57100000000003,57.67645
53.87099999999992,54.64055000000003
49.05000000000007,53.490475
