true I(max) - I(650),predicted I(max) - I(650)
0.1615804751919804,0.12340943987871442
0.1550553880711379,0.11340579641409751
0.1585310849806992,0.1228249635519626
0.168276635999108,0.16173482261442612
0.1717276654857344,0.1415910939040218
0.1428902181208256,0.14313494383415376
0.1678620760532851,0.13627872756411522
0.1270362343629265,0.14476190326387653
0.1062348232044823,0.12460277854396842
0.1336591427150925,0.13558814410116976
0.1532423938307891,0.16276416841358526
0.1393459769214581,0.15888355811673666
0.1606392861865484,0.12673305270874596
0.1479921191875015,0.1473147601908721
0.1459578145683544,0.1520498978675912
0.1205174217958951,0.14837522155238247
0.1329245243532975,0.1296144664428855
0.1455988501657005,0.13880679683367275
0.1593195346098552,0.12976726337148703
0.1159981311755051,0.14580184027808413
0.1343106427040875,0.14502602945901164
0.1514208535751381,0.13396517858870668
0.1542362179023851,0.1504244040218936
0.1420812306278442,0.1286135155356592
0.1245400557470558,0.15453292281753903
0.1484844983090325,0.1254079509905665
0.1414234616558062,0.14042503966342704
0.1641152364534052,0.1500023988600581
0.137018272681548,0.14446252526054815
0.1449439171969919,0.13952070147186305
0.1313590069216113,0.16281223337843942
0.1182311410801256,0.13860450371511981
0.1228842478082872,0.13602567897063028
0.1164860360946137,0.14758084505637453
0.1337092299251992,0.1402457857915823
0.1142544404308532,0.13217079058921397
0.1134057964140975,0.15505538807113786
0.1347227539922165,0.12880635072309365
0.139758164755655,0.1651637766953077
0.1307737702018357,0.15544498977127913
0.1399391099131319,0.15067325665639092
0.1234094398787144,0.1615804751919805
0.1090543722060248,0.14364017615011876
0.1467089147372376,0.166838056786074
0.1650316056743476,0.1455462487048685
0.1741202839996198,0.16006032008067572
0.1268947917198363,0.1259680176213231
0.1383588320182156,0.1195071721329963
0.1228341531063386,0.122376115908263
0.1326824951070791,0.1340987316578804
0.1274855945078786,0.1295858912458995
0.119094920815536,0.11998885707853602
0.1320650411128516,0.13406690272223273
0.1272459860122259,0.13670463088213625
0.1268268777667735,0.13647805301926783
0.1679851452787295,0.1540025939760856
0.141934413962936,0.1275409928129246
0.1653274825454373,0.15247809239740368
0.1393449625604399,0.1302240689735887
0.1445401495998845,0.13002379488569898
0.1456380668068996,0.1287883310576873
0.158838152433375,0.14343578487136727
0.1727312009947923,0.15820123296756763
0.1512142349964321,0.15151245951254771
0.1501701437236423,0.15017234833442064
0.1608819914415765,0.15649334827111358
0.1436252257648821,0.1476074113388069
0.1717574231378368,0.17053174109356495
0.154876712564167,0.15160906312430739
0.1689260437855755,0.16711831223917434
0.1517829548150245,0.15289999595655052
0.1640196556964734,0.16578996197078144
0.1610858392485905,0.1554098217746061
0.1536071756289013,0.15422579686064658
