true ang,predicted ang
-0.001366842192167395,-0.0012958303193099483
-0.001290203487701021,-0.0011487371463552332
-0.0003561212975701185,-0.0007648324107366489
-0.0007235649173026333,-0.0007804773621167238
-0.0007995748344111593,-0.0008178752474105417
-0.001294090029312587,-0.0012467798026521194
-0.001387189986975145,-0.0015162931281962626
-0.001166135816132729,-0.0012940900293125863
-0.0007804773621167241,-0.0005674013789163144
-0.0007283275241831409,-0.000666538773358847
-0.00097108362274069,-0.0014500663412159618
-0.001172226063057035,-0.0013668421921673936
-0.0008660932522252962,-0.0007979513193263387
-0.001626756863521948,-0.0012935660550223924
-0.0007964824247257862,-0.0008660932522252954
