true I(max) - I(650),predicted I(max) - I(650)
0.1313590069216113,0.1634736176235152
0.1182311410801256,0.1433970406502934
0.1228842478082872,0.1395553680318586
0.1164860360946137,0.14601722015311663
0.1337092299251992,0.135855109146279
0.1142544404308532,0.14220544887143016
0.1134057964140975,0.15505538807113786
0.1347227539922165,0.12365818424249553
0.139758164755655,0.15309916869151974
0.1307737702018357,0.15786496265443523
0.1399391099131319,0.14813022948763294
0.1234094398787144,0.1615804751919805
0.1090543722060248,0.14949385678607152
0.1467089147372376,0.16600341956064796
0.1615804751919804,0.12340943987871442
0.1550553880711379,0.11340579641409751
0.1585310849806992,0.12849594966677239
0.168276635999108,0.15659101902176356
0.1717276654857344,0.13407751430391363
0.1428902181208256,0.12868068077274025
0.1678620760532851,0.13430419533246335
0.1270362343629265,0.15034237601950268
0.1062348232044823,0.12462880668379657
0.1336591427150925,0.13545906535289404
0.1532423938307891,0.16356972742658854
0.1393459769214581,0.15010692497181796
0.1606392861865484,0.1266175478606409
0.1479921191875015,0.1515587236419614
0.1459578145683544,0.15426697420915852
0.1456380668068996,0.12770737846799177
0.158838152433375,0.13857621119731894
0.1727312009947923,0.15654369272064034
0.1512142349964321,0.15348646991951592
0.1501701437236423,0.148654922138063
0.1608819914415765,0.15408205018458665
0.1436252257648821,0.13802737810235496
0.1717574231378368,0.16927782324167812
0.154876712564167,0.15078482822347014
0.1689260437855755,0.16688000373386527
0.1517829548150245,0.15472592046527617
0.1640196556964734,0.16598596708420604
0.1610858392485905,0.15713584381824702
0.1536071756289013,0.15287740669441197
