true I(max)-I(400),predicted I(max)-I(400)
1.408111263659135,1.4197253291446792
1.337756328958037,1.4375658581267987
1.412152027591789,1.3776760234511138
1.47066521854412,1.32757860213404
1.376674353024795,1.4138964064408786
1.419864323672616,1.3799416392065924
1.388596910803979,1.3498817799002998
1.385762407716106,1.4176449876594923
1.478978393000916,1.361028391650344
1.381118561223952,1.3922666982463912
1.419230897723552,1.3714541083840925
1.43156906941201,1.3575406126958074
1.369204843078194,1.4094312276709742
1.310495916355989,1.4459394246258568
1.395936485688804,1.4014704452990852
