true I(max) d I(650),predicted I(max) d I(650)
9.434082037438788,5.735647261095606
7.958200264633603,5.585859226367168
7.003383912870656,6.591214313791357
9.743832693425395,5.531216427767164
5.955598956046146,5.855580174198788
6.638171025103569,5.386514579410688
5.774365461133787,5.586593037338011
4.294022416003538,5.813422059159247
5.754649384870504,6.723096245326019
5.171453548625855,5.004993909448914
5.015818647128143,6.085257495508395
6.090116827538193,8.35100353300673
4.877791920834338,4.690889193902711
4.730103371366019,4.438716983685905
5.528918268983738,6.014691081249724
5.143184094617308,7.742946246109932
5.279126366176878,5.7463538563904955
4.97181002772498,5.593175110856878
4.452258358142387,4.364600310481759
4.010717600418594,4.2418901604464905
4.241651811193235,3.972860412776604
4.515480757163514,4.729440742495059
4.257577440012154,5.490690188481505
3.939944367274304,3.981988983541085
4.377154869677721,4.373437905690023
3.576545321792839,3.9066791738434388
3.730142427725829,4.174489814835641
3.662728161549236,3.6364234401322775
3.84267029219035,3.9596685728931673
4.184889347328602,4.384800103243565
