true I(650),predicted I(650)
0.03403453283316282,0.04400353285762828
0.03999137706099105,0.045292124053012604
0.05003426252481769,0.05438661331298746
0.05022531338555569,0.049778500429081204
0.04632519236184268,0.05368497126546383
0.04576386632574972,0.043806057080868065
0.04408958141739411,0.03786504089076259
0.05842199772544589,0.05939634866258657
0.04586011555310957,0.04647998657133097
0.0655630011072468,0.06008124469613786
0.05559525146878787,0.04725243600847951
0.06159834791435976,0.06445101160149505
0.05666708506123296,0.05535687917849678
0.04822998819652646,0.048481767317957294
