true ang,predicted ang
-0.001591549021990337,-0.0018993597610152551
-0.001437011588604592,-0.0016975032272648041
-0.001477264650729517,-0.0015628477963496822
-0.001399253213345859,-0.0017314027385827932
-0.001608970957984356,-0.0016349476706084957
-0.001406245853006395,-0.0016621580254946883
-0.001407373672210574,-0.0018098309295992983
-0.001607690135553687,-0.001493650511237034
-0.001677895290831344,-0.0018749159923511162
-0.001557868702809594,-0.001872496551726132
-0.001677962215496035,-0.0017577451386289488
-0.001485333666656921,-0.0019507349260402683
-0.001370174224700302,-0.0017484754718991257
-0.001778254003225621,-0.0020276393439580633
-0.001950734926040269,-0.001485333666656922
-0.001809830929599298,-0.001407373672210575
-0.001853178540538741,-0.001587349183248705
-0.002043515562248527,-0.001825238064206871
-0.002021295450514978,-0.0016287615507840597
-0.001665872060326718,-0.0015216571920659194
-0.001975634982790003,-0.0015889562430276925
-0.001523199244216813,-0.0018220662668954912
-0.001299341566917726,-0.001583590049299108
-0.001598007363167581,-0.001601543032711385
-0.001852588763695396,-0.0019478372929155742
-0.001690113607994744,-0.0017880225107858787
-0.001936782712890841,-0.001546443199858296
-0.001748354432241734,-0.0018188205531950135
-0.001745645095771629,-0.001769026638871051
-0.001695298641956295,-0.0015478766710183645
-0.001873029743281935,-0.001707740946634399
-0.002047887917303793,-0.0018566580910677956
-0.001810407820870991,-0.0018297473470266575
-0.001786214613525904,-0.0017526870804010241
-0.001911097228467179,-0.0018109469528715537
-0.001699732538603369,-0.0016608243801423076
-0.002057154650153591,-0.002027453158599878
-0.001847798051508715,-0.0018220178932066232
-0.002031579330608217,-0.002000539046579022
-0.001822705756303497,-0.0018939850480890925
-0.001976688743660277,-0.0019885119075264968
-0.001949546143785892,-0.0019360855972571517
-0.001810850457668152,-0.0018331806066322915
