true height75,predicted height75
0.1478597414057841,0.15407608976811957
0.1624021304244984,0.16394871245622067
0.1573532393891832,0.14846104170869762
0.1785381955412169,0.15078592034797364
0.1481319375990009,0.1518732036701983
0.1526109187213633,0.16034478821403753
0.1583401204098093,0.15154437302685003
0.1613957942586944,0.16433126541133805
0.1445208509517624,0.15184686813878462
0.1371961742587871,0.15554891016301337
0.1578661589493545,0.15024207657198835
0.1563873387985204,0.16149593282454125
0.1707196821081798,0.15717704657977052
0.1482547110804106,0.17853819554121683
0.1481380430046787,0.15335185410962615
