true I(max) d I(650),predicted I(max) d I(650)
9.355151331944263,9.651984700747583
18.08307111654765,11.074564888773763
23.7937816730206,12.630051491749468
16.65272525553856,20.288378880208626
12.809123882076,10.762577216912257
11.14105273650184,18.662846726187517
17.2712542340234,14.249846503998473
14.44604089218869,15.035983029354014
6.65546431819851,9.836947693263925
10.52783110630149,13.814291884112796
11.58774435095849,8.422217058512555
9.229203162821054,12.131788222871947
15.44202796522053,17.271254234023406
8.552274674812889,5.3108525365696835
5.333348928774233,10.287447794442656
5.25733529185532,9.167925099884702
4.568123203021639,5.546322132667483
4.246133219504765,4.334239016093345
4.415029022801832,4.091005229517793
4.756181503084432,5.0705612380767064
4.467324391794972,5.425078246574197
3.994079528133801,4.112168267340591
4.61590681236295,4.450901938675768
3.721288932599405,4.090250607032563
3.839965694096691,4.419868540688183
3.753260902806927,3.956582845827755
4.113445454646652,4.001111884172397
4.392913623029896,4.441376890045595
