true I(max) d I(450),predicted I(max) d I(450)
1.386984171588115,1.4002007430348853
1.448903982848319,1.4471559624681987
1.419994722352833,1.4186269097331898
1.379327925971984,1.5363516934275814
1.637802557121797,1.4388213865870043
1.686909360744361,1.5626922073193577
1.409202841705632,1.5408255559174224
1.35877352090755,1.383918460492491
1.592686392981188,1.52613862294958
1.336472168323071,1.3681804148995733
1.429527597925582,1.4099176494765377
1.634742388521392,1.4182436376860053
1.638892646281142,1.6765885965435625
1.472938531063888,1.4755930399278747
1.655739651536227,1.7699830986384035
1.628472333910558,1.6730591874871696
1.319376332810685,1.4134290745476032
1.789008029328602,1.6298608943955926
1.492992736937695,1.5961558680725
1.409302436148689,1.548125382415859
1.379557005669413,1.3970405117876614
1.528510147673816,1.733078818629739
1.710339445870833,1.6305884881667083
1.356299051363254,1.3602122979112756
1.403770693266247,1.5892818024612938
1.698910392727449,1.6097491077904489
1.763650906873567,1.6959106612025465
1.60973102891643,1.564811970652031
1.380173960549558,1.3991705760268496
1.627247680930324,1.7304034902620171
1.608859482696186,1.4106575042959872
1.695558250824468,1.6369044778294413
1.700714052087046,1.7058184911361778
1.362303362825165,1.4413328574642637
1.605924064930183,1.6546221627864106
1.686295402001202,1.4889997502249914
1.710282465749797,1.725772817886647
1.452021376722172,1.4570501802014209
1.381852036751447,1.4308672688174155
1.585239520823121,1.4435322344671762
1.79948696812979,1.6526277599015267
1.762233095722662,1.691556212265814
1.470419891873661,1.5263105517590598
1.371003419519695,1.6299540408245285
1.566094268321539,1.7299309603877906
1.794346745694162,1.575518644817935
1.713686212244009,1.7390565748765034
1.593066211432122,1.53334571631348
1.559380946205983,1.5085824103332333
1.729721784348802,1.5942033448535518
1.464714882859837,1.6903094651806227
1.388328142148536,1.4819365447336925
1.625446581004409,1.535862734912583
1.579252245613847,1.6618640156452062
1.820612901300486,1.6643254528522753
1.518853129284761,1.509173331098207
1.616941622207827,1.4590958328697563
1.69714167370502,1.5875167408032704
1.567093861551329,1.5858409403034899
1.522668936567246,1.7272180419599568
1.430809915469316,1.4401357012247376
1.624507100376482,1.5867510407084529
1.616874245337826,1.625967229326437
1.495757855537469,1.5152184210280382
1.511154017962912,1.5514793472587156
1.491365220051978,1.652778913467889
1.607359646982296,1.6418120082788399
1.498733051185481,1.6646584450888944
1.52841573693054,1.6003907470914327
1.706373776652635,1.5769587372628808
1.614433928153909,1.5233113065091544
